feature_id,consensus_mz,phylum,kingdom
A15_154232,699.516737,Bacillota,Bacteria
A15_154252,601.518473,Basidiomycota,Fungi
A15_154265,805.555107,Ascomycota,Fungi
A15_154470,575.503005,Streptophyta,Viridiplantae
A15_154603,747.516684,Pseudomonadota,Bacteria
A15_154997,743.484211,Pseudomonadota,Bacteria
A15_155222,676.490756,Bacillota,Bacteria
A15_155233,774.528053,Pseudomonadota,Bacteria
A15_155301,764.544042,Pseudomonadota,Bacteria
A15_155319,724.571599,Ascomycota,Fungi
A15_155333,727.533274,Bacillota,Bacteria
A15_155517,706.537843,Actinomycetota,Bacteria
A15_155591,662.475348,Pseudomonadota,Bacteria
A15_155622,563.502869,Actinomycetota,Bacteria
A15_155686,777.584558,Pseudomonadota,Bacteria
A15_15584,543.326187,Ascomycota,Fungi
A15_155850,706.583779,Arthropoda,Animalia
A15_155859,551.502842,Bacillota,Bacteria
A15_15586,477.280159,Ascomycota,Fungi
A15_155864,740.545906,Bacillota,Bacteria
A15_155891,744.554107,Basidiomycota,Fungi
A15_156012,311.257574,Actinomycetota,Bacteria
A15_156093,601.518404,Basidiomycota,Fungi
A15_156246,751.572391,Arthropoda,Animalia
A15_156278,523.471582,Bacillota,Bacteria
A15_156285,820.58799,Basidiomycota,Fungi
A15_156348,770.568537,Basidiomycota,Fungi
A15_156425,686.474383,Bacillota,Bacteria
A15_156467,706.537868,Actinomycetota,Bacteria
A15_15662,240.268119,Bacillota,Bacteria
A15_156620,716.520778,Basidiomycota,Fungi
A15_156668,575.502785,Streptophyta,Viridiplantae
A15_156699,741.548388,Bacillota,Bacteria
A15_15675,478.292217,Basidiomycota,Fungi
A15_156846,536.503663,Basidiomycota,Fungi
A15_156875,706.583826,Arthropoda,Animalia
A15_156890,796.583396,Actinomycetota,Bacteria
A15_157001,565.519854,Actinomycetota,Bacteria
A15_157063,664.490028,Bacillota,Bacteria
A15_157147,698.512764,Bacillota,Bacteria
A15_157242,736.51588,Bacillota,Bacteria
A15_157393,792.57425,Pseudomonadota,Bacteria
A15_157472,740.544085,Bacillota,Bacteria
A15_157509,706.537756,Actinomycetota,Bacteria
A15_157552,776.581249,Pseudomonadota,Bacteria
A15_157630,551.502818,Bacillota,Bacteria
A15_157680,742.534499,Basidiomycota,Fungi
A15_157719,716.520774,Basidiomycota,Fungi
A15_157916,840.653406,Ascomycota,Fungi
A15_157973,751.571426,Arthropoda,Animalia
A15_157996,692.518056,Actinomycetota,Bacteria
A15_158120,575.502771,Streptophyta,Viridiplantae
A15_158178,806.560173,Discosea,Protists
A15_158191,696.496793,Bacillota,Bacteria
A15_158261,549.48717,Bacillota,Bacteria
A15_158367,704.578594,Bacillota,Bacteria
A15_158377,724.569932,Ascomycota,Fungi
A15_158406,748.513032,Pseudomonadota,Bacteria
A15_158408,700.489529,Bacillota,Bacteria
A15_158451,662.475475,Pseudomonadota,Bacteria
A15_158543,664.490152,Pseudomonadota,Bacteria
A15_158677,690.506077,Bacillota,Bacteria
A15_158681,745.498421,Bacillota,Bacteria
A15_158690,775.530981,Pseudomonadota,Bacteria
A15_158696,724.488195,Pseudomonadota,Bacteria
A15_158730,777.583468,Pseudomonadota,Bacteria
A15_158878,563.502581,Actinomycetota,Bacteria
A15_158892,784.511527,Ascomycota,Fungi
A15_158894,738.646329,Bacillota,Bacteria
A15_159001,550.490576,Bacillota,Bacteria
A15_159026,783.531132,Bacillota,Bacteria
A15_159051,513.536619,Bacillota,Bacteria
A15_159054,531.54716,Bacillota,Bacteria
A15_159058,739.649316,Bacillota,Bacteria
A15_159134,706.537576,Actinomycetota,Bacteria
A15_159189,676.490677,Bacillota,Bacteria
A15_159308,551.502825,Bacillota,Bacteria
A15_159345,742.536811,Basidiomycota,Fungi
A15_159417,796.583862,Actinomycetota,Bacteria
A15_159485,774.527888,Pseudomonadota,Bacteria
A15_159548,777.581682,Pseudomonadota,Bacteria
A15_159628,778.58893,Heterolobosea,Protists
A15_159963,549.487168,Bacillota,Bacteria
A15_160092,575.502699,Streptophyta,Viridiplantae
A15_160154,840.653562,Ascomycota,Fungi
A15_160222,712.489524,Bacillota,Bacteria
A15_160289,706.537471,Actinomycetota,Bacteria
A15_160313,750.525324,Bacillota,Bacteria
A15_160343,690.506084,Bacillota,Bacteria
A15_160352,777.584457,Pseudomonadota,Bacteria
A15_160430,523.471662,Bacillota,Bacteria
A15_160440,728.52229,Bacillota,Bacteria
A15_160510,719.53351,Pseudomonadota,Bacteria
A15_160633,563.50268,Pseudomonadota,Bacteria
A15_160639,752.543589,Pseudomonadota,Bacteria
A15_160647,751.531203,Actinomycetota,Bacteria
A15_160654,313.273092,Pseudomonadota,Bacteria
A15_160756,663.453074,Bacillota,Bacteria
A15_160801,742.537751,Basidiomycota,Fungi
A15_160871,565.519988,Actinomycetota,Bacteria
A15_160960,513.536544,Bacillota,Bacteria
A15_161044,503.886512,Arthropoda,Animalia
A15_16105,337.272959,Basidiomycota,Fungi
A15_161055,774.527727,Pseudomonadota,Bacteria
A15_161096,750.559442,Bacillota,Bacteria
A15_161104,692.51873,Actinomycetota,Bacteria
A15_161136,531.547106,Bacillota,Bacteria
A15_161235,540.497922,Bacillota,Bacteria
A15_161352,726.461361,Bacillota,Bacteria
A15_161413,680.479685,Bacillota,Bacteria
A15_161483,762.528579,Pseudomonadota,Bacteria
A15_161501,589.518795,Pseudomonadota,Bacteria
A15_161508,764.573272,Bacillota,Bacteria
A15_161513,766.559962,Pseudomonadota,Bacteria
A15_161514,767.562088,Pseudomonadota,Bacteria
A15_161544,654.566078,Basidiomycota,Fungi
A15_161574,828.620912,Ascomycota,Fungi
A15_161610,560.502398,Basidiomycota,Fungi
A15_161710,779.562225,Pseudomonadota,Bacteria
A15_161717,742.537845,Basidiomycota,Fungi
A15_161730,504.477268,Bacillota,Bacteria
A15_161832,796.584019,Actinomycetota,Bacteria
A15_161875,739.534296,Actinomycetota,Bacteria
A15_161906,551.502942,Actinomycetota,Bacteria
A15_161914,764.534515,Pseudomonadota,Bacteria
A15_161920,678.506268,Bacillota,Bacteria
A15_161925,778.560712,Pseudomonadota,Bacteria
A15_161927,685.4348,Bacillota,Bacteria
A15_161929,701.408666,Bacillota,Bacteria
A15_161935,690.50606,Streptophyta,Viridiplantae
A15_161944,749.532767,Pseudomonadota,Bacteria
A15_161947,513.536528,Bacillota,Bacteria
A15_161965,563.502761,Pseudomonadota,Bacteria
A15_162023,712.489095,Bacillota,Bacteria
A15_162102,784.513668,Pseudomonadota,Bacteria
A15_162108,575.5028,Pseudomonadota,Bacteria
A15_162157,707.490298,Bacillota,Bacteria
A15_162257,537.487368,Bacillota,Bacteria
A15_162289,518.493134,Bacillota,Bacteria
A15_162311,586.518445,Bacillota,Bacteria
A15_162366,776.552614,Actinomycetota,Bacteria
A15_162425,663.453056,Streptophyta,Viridiplantae
A15_162457,531.547203,Bacillota,Bacteria
A15_162468,781.577591,Pseudomonadota,Bacteria
A15_162507,751.531721,Actinomycetota,Bacteria
A15_162544,719.533177,Pseudomonadota,Bacteria
A15_16257,542.32235,Ascomycota,Fungi
A15_162590,607.390292,Bacillota,Bacteria
A15_162652,774.564326,Pseudomonadota,Bacteria
A15_162692,750.526036,Bacillota,Bacteria
A15_162822,738.503792,Pseudomonadota,Bacteria
A15_162823,764.573259,Bacillota,Bacteria
A15_162881,680.479675,Bacillota,Bacteria
A15_163010,738.646444,Bacillota,Bacteria
A15_163030,781.555707,Pseudomonadota,Bacteria
A15_163061,706.537663,Actinomycetota,Bacteria
A15_163091,783.531546,Bacillota,Bacteria
A15_163126,762.527801,Pseudomonadota,Bacteria
A15_163163,726.46133,Bacillota,Bacteria
A15_163216,750.558957,Bacillota,Bacteria
A15_16330,573.358029,Bacillota,Bacteria
A15_163326,746.568833,Pseudomonadota,Bacteria
A15_163387,678.505842,Bacillota,Bacteria
A15_163413,549.487247,Streptophyta,Viridiplantae
A15_163475,683.4888,Bacillota,Bacteria
A15_163494,681.482887,Bacillota,Bacteria
A15_163504,681.578016,Basidiomycota,Fungi
A15_163515,589.518821,Pseudomonadota,Bacteria
A15_163531,692.520676,Bacillota,Bacteria
A15_163538,694.49527,Bacillota,Bacteria
A15_163559,751.531736,Actinomycetota,Bacteria
A15_163569,822.540959,Basidiomycota,Fungi
A15_163643,707.490264,Bacillota,Bacteria
A15_163659,565.519526,Bacillota,Bacteria
A15_163680,712.489205,Bacillota,Bacteria
A15_163699,703.469603,Bacillota,Bacteria
A15_163703,776.582681,Pseudomonadota,Bacteria
A15_16374,462.258477,Bacillota,Bacteria
A15_163780,761.579449,Heterolobosea,Protists
A15_163819,736.541746,Bacillota,Bacteria
A15_163827,804.610778,Pseudomonadota,Bacteria
A15_163867,764.573264,Bacillota,Bacteria
A15_163871,591.439576,Pseudomonadota,Bacteria
A15_163877,575.502731,Pseudomonadota,Bacteria
A15_163928,809.582224,Discosea,Protists
A15_163941,777.583605,Pseudomonadota,Bacteria
A15_163952,680.47951,Bacillota,Bacteria
A15_163988,796.584336,Actinomycetota,Bacteria
A15_164062,663.453045,Bacillota,Bacteria
A15_164095,607.390171,Bacillota,Bacteria
A15_164171,736.571582,Ascomycota,Fungi
A15_164175,771.57253,Ascomycota,Fungi
A15_164236,738.504105,Pseudomonadota,Bacteria
A15_164369,683.488756,Bacillota,Bacteria
A15_164430,726.461301,Bacillota,Bacteria
A15_16448,617.384061,Bacillota,Bacteria
A15_164517,577.517913,Pseudomonadota,Bacteria
A15_16456,452.276822,Basidiomycota,Fungi
A15_164616,694.495711,Bacillota,Bacteria
A15_164671,678.506029,Bacillota,Bacteria
A15_164709,285.24187,Bacillota,Bacteria
A15_164715,781.555526,Pseudomonadota,Bacteria
A15_164879,796.584417,Actinomycetota,Bacteria
A15_164898,701.40849,Bacillota,Bacteria
A15_164913,591.533981,Actinomycetota,Bacteria
A15_1650,579.361533,Bacillota,Bacteria
A15_165133,762.527916,Pseudomonadota,Bacteria
A15_165135,714.505937,Bacillota,Bacteria
A15_165136,787.594894,Pseudomonadota,Bacteria
A15_165160,803.594974,Pseudomonadota,Bacteria
A15_165176,681.482869,Bacillota,Bacteria
A15_165218,591.439456,Pseudomonadota,Bacteria
A15_165270,663.453054,Bacillota,Bacteria
A15_165292,523.471705,Bacillota,Bacteria
A15_165428,579.534076,Actinomycetota,Bacteria
A15_165458,764.521029,Ascomycota,Fungi
A15_165464,725.550515,Pseudomonadota,Bacteria
A15_165468,607.390144,Bacillota,Bacteria
A15_165477,680.479477,Bacillota,Bacteria
A15_165481,779.582572,Ascomycota,Fungi
A15_165643,531.547165,Bacillota,Bacteria
A15_165648,766.559841,Pseudomonadota,Bacteria
A15_165726,589.518651,Pseudomonadota,Bacteria
A15_165742,705.52559,Bacillota,Bacteria
A15_165767,746.569168,Pseudomonadota,Bacteria
A15_165770,704.521468,Bacillota,Bacteria
A15_165810,761.579492,Heterolobosea,Protists
A15_165816,692.521324,Bacillota,Bacteria
A15_165852,513.536568,Bacillota,Bacteria
A15_165891,694.495716,Bacillota,Bacteria
A15_165921,758.593402,Basidiomycota,Fungi
A15_165951,796.584188,Actinomycetota,Bacteria
A15_165986,578.515603,Mucoromycota,Fungi
A15_166068,726.461464,Bacillota,Bacteria
A15_166172,762.561038,Actinomycetota,Bacteria
A15_166286,788.542394,Pseudomonadota,Bacteria
A15_166295,285.241804,Bacillota,Bacteria
A15_166343,767.579881,Methanobacteriota,Archaea
A15_166359,579.533978,Actinomycetota,Bacteria
A15_166422,591.439292,Pseudomonadota,Bacteria
A15_166487,683.489022,Bacillota,Bacteria
A15_166604,339.288709,Actinomycetota,Bacteria
A15_166640,694.562321,Ascomycota,Fungi
A15_166674,518.493246,Bacillota,Bacteria
A15_166681,724.567437,Bacillota,Bacteria
A15_16672,704.512227,Methanobacteriota,Archaea
A15_166747,820.674827,Ascomycota,Fungi
A15_166748,762.527711,Pseudomonadota,Bacteria
A15_166803,743.577097,Basidiomycota,Fungi
A15_166840,663.453074,Bacillota,Bacteria
A15_166877,531.546987,Bacillota,Bacteria
A15_166893,694.495704,Bacillota,Bacteria
A15_166898,726.505388,Pseudomonadota,Bacteria
A15_167191,592.531733,Ascomycota,Fungi
A15_167196,787.595077,Pseudomonadota,Bacteria
A15_167233,738.504328,Pseudomonadota,Bacteria
A15_16724,318.299513,Basidiomycota,Fungi
A15_16728,478.292062,Basidiomycota,Fungi
A15_167345,513.536822,Bacillota,Bacteria
A15_167381,591.533843,Actinomycetota,Bacteria
A15_167546,751.546792,Actinomycetota,Bacteria
A15_167648,766.558945,Streptophyta,Viridiplantae
A15_167662,758.593568,Basidiomycota,Fungi
A15_167691,578.51524,Mucoromycota,Fungi
A15_167893,591.439318,Pseudomonadota,Bacteria
A15_167915,518.49322,Bacillota,Bacteria
A15_167934,703.470042,Bacillota,Bacteria
A15_168117,607.390277,Bacillota,Bacteria
A15_168174,767.579857,Methanobacteriota,Archaea
A15_168176,700.526525,Bacillota,Bacteria
A15_168188,794.567054,Discosea,Protists
A15_168226,603.534243,Basidiomycota,Fungi
A15_168232,771.572449,Ascomycota,Fungi
A15_168275,764.520999,Ascomycota,Fungi
A15_168300,764.559877,Methanobacteriota,Archaea
A15_168347,551.503008,Bacillota,Bacteria
A15_168373,810.599725,Pseudomonadota,Bacteria
A15_168387,686.201451,Bacillota,Bacteria
A15_168402,714.505758,Bacillota,Bacteria
A15_168515,589.518197,Pseudomonadota,Bacteria
A15_168545,790.572028,Basidiomycota,Fungi
A15_168549,574.518907,Ascomycota,Fungi
A15_168552,680.479515,Bacillota,Bacteria
A15_168553,683.488857,Bacillota,Bacteria
A15_168562,765.525501,Methanobacteriota,Archaea
A15_168746,582.509089,Actinomycetota,Bacteria
A15_168766,562.518638,Ascomycota,Fungi
A15_168773,693.524859,Bacillota,Bacteria
A15_168852,726.505394,Pseudomonadota,Bacteria
A15_168908,663.453235,Bacillota,Bacteria
A15_168995,707.490365,Methanobacteriota,Archaea
A15_169030,787.595688,Pseudomonadota,Bacteria
A15_169058,698.511064,Bacillota,Bacteria
A15_169094,701.53103,Bacillota,Bacteria
A15_169124,778.554527,Pseudomonadota,Bacteria
A15_169125,721.506107,Bacillota,Bacteria
A15_169160,591.439234,Pseudomonadota,Bacteria
A15_169193,692.521214,Bacillota,Bacteria
A15_169273,758.593821,Basidiomycota,Fungi
A15_169302,694.495646,Bacillota,Bacteria
A15_169665,728.521923,Bacillota,Bacteria
A15_169671,561.487517,Basidiomycota,Fungi
A15_169767,699.516996,Bacillota,Bacteria
A15_169782,746.568158,Actinomycetota,Bacteria
A15_169921,683.489238,Bacillota,Bacteria
A15_170004,823.510806,Bacillota,Bacteria
A15_170006,764.520917,Ascomycota,Fungi
A15_170014,694.56214,Ascomycota,Fungi
A15_170048,810.600044,Pseudomonadota,Bacteria
A15_170051,680.479597,Bacillota,Bacteria
A15_170137,601.480147,Actinomycetota,Bacteria
A15_170216,781.497606,Bacillota,Bacteria
A15_170217,693.524874,Bacillota,Bacteria
A15_170240,686.201437,Bacillota,Bacteria
A15_170243,663.45325,Bacillota,Bacteria
A15_170249,820.674836,Ascomycota,Fungi
A15_170255,596.525857,Actinomycetota,Bacteria
A15_170286,582.509058,Actinomycetota,Bacteria
A15_170332,607.390457,Bacillota,Bacteria
A15_170435,794.56718,Discosea,Protists
A15_170542,644.54579,Actinomycetota,Bacteria
A15_170556,700.526495,Bacillota,Bacteria
A15_170598,591.439302,Pseudomonadota,Bacteria
A15_170646,603.534777,Pseudomonadota,Bacteria
A15_170668,740.558146,Bacillota,Bacteria
A15_170748,751.546838,Actinomycetota,Bacteria
A15_170785,663.496288,Actinomycetota,Bacteria
A15_170787,795.571937,Pseudomonadota,Bacteria
A15_170820,743.576805,Basidiomycota,Fungi
A15_170868,768.589899,Actinomycetota,Bacteria
A15_170910,785.586884,Actinomycetota,Bacteria
A15_170967,701.531228,Bacillota,Bacteria
A15_170983,790.571536,Basidiomycota,Fungi
A15_171073,572.524525,Actinomycetota,Bacteria
A15_171131,726.506306,Pseudomonadota,Bacteria
A15_17115,325.273037,Pseudomonadota,Bacteria
A15_171247,766.577801,Bacillota,Bacteria
A15_171284,766.576285,Bacillota,Bacteria
A15_171545,714.505795,Bacillota,Bacteria
A15_171571,810.600025,Pseudomonadota,Bacteria
A15_171736,705.484769,Bacillota,Bacteria
A15_17179,240.268128,Bacillota,Bacteria
A15_171880,575.522102,Ascomycota,Fungi
A15_171888,686.201324,Actinomycetota,Bacteria
A15_171905,700.526662,Bacillota,Bacteria
A15_171925,684.202148,Actinomycetota,Bacteria
A15_171977,567.497317,Actinomycetota,Bacteria
A15_172017,570.508878,Bacillota,Bacteria
A15_172034,750.559416,Actinomycetota,Bacteria
A15_172064,828.619979,Ascomycota,Fungi
A15_172188,790.561429,Pseudomonadota,Bacteria
A15_172304,601.479855,Basidiomycota,Fungi
A15_172416,764.543562,Pseudomonadota,Bacteria
A15_172434,766.5762,Bacillota,Bacteria
A15_172435,768.589785,Actinomycetota,Bacteria
A15_172469,577.518183,Actinomycetota,Bacteria
A15_172481,690.506093,Pseudomonadota,Bacteria
A15_172530,561.487944,Basidiomycota,Fungi
A15_172531,582.509156,Actinomycetota,Bacteria
A15_172564,751.546694,Actinomycetota,Bacteria
A15_172607,795.571502,Pseudomonadota,Bacteria
A15_172905,608.524007,Bacillota,Bacteria
A15_173038,605.549556,Actinomycetota,Bacteria
A15_173057,790.57118,Basidiomycota,Fungi
A15_173067,728.522227,Bacillota,Bacteria
A15_173188,810.6005,Pseudomonadota,Bacteria
A15_173196,777.547389,Pseudomonadota,Bacteria
A15_173261,537.487943,Actinomycetota,Bacteria
A15_173329,584.524604,Actinomycetota,Bacteria
A15_173419,802.607838,Ascomycota,Fungi
A15_173465,706.536507,Bacillota,Bacteria
A15_173488,577.518143,Actinomycetota,Bacteria
A15_173577,745.556521,Pseudomonadota,Bacteria
A15_173657,700.52695,Bacillota,Bacteria
A15_173680,763.673046,Bacillota,Bacteria
A15_173757,629.55174,Ascomycota,Fungi
A15_173774,795.571414,Pseudomonadota,Bacteria
A15_173813,761.587019,Pseudomonadota,Bacteria
A15_173898,603.533814,Pseudomonadota,Bacteria
A15_173992,760.581811,Pseudomonadota,Bacteria
A15_17406,497.287013,Pseudomonadota,Bacteria
A15_174208,719.540825,Pseudomonadota,Bacteria
A15_174271,762.591572,Pseudomonadota,Bacteria
A15_174334,764.54347,Pseudomonadota,Bacteria
A15_174376,633.50654,Actinomycetota,Bacteria
A15_17438,572.435341,Methanobacteriota,Archaea
A15_174404,582.509191,Actinomycetota,Bacteria
A15_174444,698.512322,Bacillota,Bacteria
A15_174537,795.571572,Pseudomonadota,Bacteria
A15_174616,701.531446,Bacillota,Bacteria
A15_174709,589.518131,Pseudomonadota,Bacteria
A15_174775,801.616753,Actinomycetota,Bacteria
A15_174786,596.525476,Basidiomycota,Fungi
A15_17479,616.462154,Methanobacteriota,Archaea
A15_174846,768.576171,Pseudomonadota,Bacteria
A15_174893,706.53715,Bacillota,Bacteria
A15_174950,605.549261,Actinomycetota,Bacteria
A15_175002,772.54904,Bacillota,Bacteria
A15_175028,537.488285,Bacillota,Bacteria
A15_175032,798.564447,Bacillota,Bacteria
A15_175067,776.581432,Pseudomonadota,Bacteria
A15_175174,790.571157,Basidiomycota,Fungi
A15_175221,762.592424,Pseudomonadota,Bacteria
A15_175269,561.487873,Basidiomycota,Fungi
A15_175379,560.470965,Pseudomonadota,Bacteria
A15_17538,452.276808,Basidiomycota,Fungi
A15_175392,579.533876,Pseudomonadota,Bacteria
A15_175418,686.201344,Actinomycetota,Bacteria
A15_175507,758.568793,Pseudomonadota,Bacteria
A15_175517,745.556726,Pseudomonadota,Bacteria
A15_175576,812.54491,Pseudomonadota,Bacteria
A15_175580,719.540695,Pseudomonadota,Bacteria
A15_175607,728.521497,Bacillota,Bacteria
A15_175624,734.568487,Actinomycetota,Bacteria
A15_175634,692.521196,Pseudomonadota,Bacteria
A15_175638,563.502626,Pseudomonadota,Bacteria
A15_175641,704.521715,Streptophyta,Viridiplantae
A15_175683,705.484608,Bacillota,Bacteria
A15_175760,824.556816,Basidiomycota,Fungi
A15_175786,707.54014,Bacillota,Bacteria
A15_175831,726.5085,Pseudomonadota,Bacteria
A15_175976,605.54935,Actinomycetota,Bacteria
A15_176003,740.520618,Pseudomonadota,Bacteria
A15_176053,734.616864,Arthropoda,Animalia
A15_176091,628.550888,Actinomycetota,Bacteria
A15_176092,762.592423,Pseudomonadota,Bacteria
A15_176216,507.405438,Bacillota,Bacteria
A15_176245,596.525467,Basidiomycota,Fungi
A15_176250,769.518873,Actinomycetota,Bacteria
A15_176352,756.553003,Actinomycetota,Bacteria
A15_176437,761.579817,Pseudomonadota,Bacteria
A15_176446,764.543184,Pseudomonadota,Bacteria
A15_176483,790.571782,Basidiomycota,Fungi
A15_176491,686.201281,Actinomycetota,Bacteria
A15_176721,766.535469,Pseudomonadota,Bacteria
A15_176777,719.54002,Pseudomonadota,Bacteria
A15_176809,633.5064,Actinomycetota,Bacteria
A15_17683,528.409612,Methanobacteriota,Archaea
A15_176891,704.52197,Pseudomonadota,Bacteria
A15_176909,537.48837,Bacillota,Bacteria
A15_177304,767.563395,Actinomycetota,Bacteria
A15_177308,745.556578,Pseudomonadota,Bacteria
A15_177310,563.502357,Actinomycetota,Bacteria
A15_177315,786.529896,Pseudomonadota,Bacteria
A15_177384,740.520686,Pseudomonadota,Bacteria
A15_177405,801.621491,Actinomycetota,Bacteria
A15_177412,734.568371,Actinomycetota,Bacteria
A15_177421,744.588146,Actinomycetota,Bacteria
A15_177493,706.536472,Bacillota,Bacteria
A15_177515,679.617404,Bacillota,Bacteria
A15_177523,596.525713,Basidiomycota,Fungi
A15_177586,573.48794,Bacillota,Bacteria
A15_177589,719.540643,Pseudomonadota,Bacteria
A15_177600,628.551206,Actinomycetota,Bacteria
A15_177679,786.600614,Pseudomonadota,Bacteria
A15_177688,756.552713,Actinomycetota,Bacteria
A15_17772,318.299521,Basidiomycota,Fungi
A15_177746,718.537532,Pseudomonadota,Bacteria
A15_177775,779.563693,Actinomycetota,Bacteria
A15_1778,535.335718,Bacillota,Bacteria
A15_177812,742.537624,Bacillota,Bacteria
A15_177933,577.518257,Pseudomonadota,Bacteria
A15_178075,792.625796,Ascomycota,Fungi
A15_178144,732.662878,Bacillota,Bacteria
A15_178157,787.599077,Pseudomonadota,Bacteria
A15_178179,801.621022,Actinomycetota,Bacteria
A15_178233,812.544606,Pseudomonadota,Bacteria
A15_178363,766.535427,Pseudomonadota,Bacteria
A15_178364,824.556294,Basidiomycota,Fungi
A15_178496,734.56817,Actinomycetota,Bacteria
A15_178510,712.529598,Bacillota,Bacteria
A15_178523,762.592505,Pseudomonadota,Bacteria
A15_178537,803.595468,Pseudomonadota,Bacteria
A15_178591,744.588237,Actinomycetota,Bacteria
A15_178620,749.591204,Streptophyta,Viridiplantae
A15_178708,685.435115,Bacillota,Bacteria
A15_178752,748.59093,Actinomycetota,Bacteria
A15_178857,786.600476,Pseudomonadota,Bacteria
A15_178925,754.535249,Actinomycetota,Bacteria
A15_178961,745.55642,Pseudomonadota,Bacteria
A15_178977,756.552669,Actinomycetota,Bacteria
A15_178991,779.563721,Streptophyta,Viridiplantae
A15_179010,787.602661,Ascomycota,Fungi
A15_179105,798.639137,Ascomycota,Fungi
A15_179152,780.633319,Pseudomonadota,Bacteria
A15_179157,577.51834,Pseudomonadota,Bacteria
A15_179190,758.568669,Pseudomonadota,Bacteria
A15_179307,744.552797,Basidiomycota,Fungi
A15_17931,484.383212,Methanobacteriota,Archaea
A15_179362,785.587514,Ascomycota,Fungi
A15_179410,705.525223,Bacillota,Bacteria
A15_179480,681.48304,Bacillota,Bacteria
A15_179535,748.590326,Actinomycetota,Bacteria
A15_179641,762.592588,Pseudomonadota,Bacteria
A15_179645,740.521242,Pseudomonadota,Bacteria
A15_179691,740.580391,Basidiomycota,Fungi
A15_179719,748.585855,Actinomycetota,Bacteria
A15_179732,753.613661,Bacillota,Bacteria
A15_179764,734.568078,Actinomycetota,Bacteria
A15_179793,704.522009,Pseudomonadota,Bacteria
A15_179807,656.581762,Ascomycota,Fungi
A15_179976,546.523841,Ascomycota,Fungi
A15_180025,779.563493,Actinomycetota,Bacteria
A15_180102,744.588169,Actinomycetota,Bacteria
A15_180111,744.552716,Basidiomycota,Fungi
A15_180140,610.539789,Actinomycetota,Bacteria
A15_180174,570.508601,Bacillota,Bacteria
A15_180212,798.640501,Ascomycota,Fungi
A15_180240,663.572236,Actinomycetota,Bacteria
A15_180251,563.502124,Actinomycetota,Bacteria
A15_180314,742.537599,Bacillota,Bacteria
A15_180315,787.597341,Pseudomonadota,Bacteria
A15_180323,575.46511,Bacillota,Bacteria
A15_180352,563.46531,Bacillota,Bacteria
A15_180354,766.535735,Pseudomonadota,Bacteria
A15_180393,745.55646,Pseudomonadota,Bacteria
A15_180424,749.588732,Actinomycetota,Bacteria
A15_180439,787.602711,Ascomycota,Fungi
A15_180458,758.568799,Pseudomonadota,Bacteria
A15_180472,705.524994,Bacillota,Bacteria
A15_180532,706.537165,Bacillota,Bacteria
A15_180582,579.533898,Pseudomonadota,Bacteria
A15_180603,680.522692,Actinomycetota,Bacteria
A15_180620,299.257665,Bacillota,Bacteria
A15_180628,799.602579,Actinomycetota,Bacteria
A15_180648,558.509525,Bacillota,Bacteria
A15_180660,551.502855,Actinomycetota,Bacteria
A15_18072,523.347055,Basidiomycota,Fungi
A15_180728,718.537611,Basidiomycota,Fungi
A15_180783,785.587646,Ascomycota,Fungi
A15_180889,748.585942,Actinomycetota,Bacteria
A15_180950,780.633471,Pseudomonadota,Bacteria
A15_181006,808.666393,Ascomycota,Fungi
A15_181061,723.509047,Bacillota,Bacteria
A15_181173,734.568069,Actinomycetota,Bacteria
A15_181201,548.540006,Ascomycota,Fungi
A15_181244,740.521438,Pseudomonadota,Bacteria
A15_18126,622.376832,Basidiomycota,Fungi
A15_181280,681.483048,Bacillota,Bacteria
A15_181283,589.480246,Bacillota,Bacteria
A15_181383,656.582207,Ascomycota,Fungi
A15_181405,577.518333,Ascomycota,Fungi
A15_18141,340.283837,Basidiomycota,Fungi
A15_181482,758.568874,Pseudomonadota,Bacteria
A15_181484,759.57188,Pseudomonadota,Bacteria
A15_181514,745.556314,Pseudomonadota,Bacteria
A15_181630,752.558424,Pseudomonadota,Bacteria
A15_181631,744.552909,Pseudomonadota,Bacteria
A15_181730,748.584036,Actinomycetota,Bacteria
A15_181731,563.46516,Bacillota,Bacteria
A15_181768,800.617536,Pseudomonadota,Bacteria
A15_181838,766.535749,Pseudomonadota,Bacteria
A15_181854,679.617279,Bacillota,Bacteria
A15_181913,610.539983,Actinomycetota,Bacteria
A15_182012,816.721476,Bacillota,Bacteria
A15_182013,573.48848,Bacillota,Bacteria
A15_182199,704.522907,Pseudomonadota,Bacteria
A15_182230,729.598863,Actinomycetota,Bacteria
A15_182249,395.330429,Basidiomycota,Fungi
A15_182591,563.502519,Actinomycetota,Bacteria
A15_182600,759.571854,Pseudomonadota,Bacteria
A15_182693,761.586733,Ascomycota,Fungi
A15_182698,732.553668,Pseudomonadota,Bacteria
A15_182863,577.518314,Ascomycota,Fungi
A15_182905,776.580396,Pseudomonadota,Bacteria
A15_182917,751.562213,Actinomycetota,Bacteria
A15_182997,787.602831,Ascomycota,Fungi
A15_183085,589.480379,Bacillota,Bacteria
A15_183104,692.521725,Pseudomonadota,Bacteria
A15_183169,698.254043,Pseudomonadota,Bacteria
A15_183260,742.536193,Bacillota,Bacteria
A15_183267,738.543663,Bacillota,Bacteria
A15_183303,707.4911,Methanobacteriota,Archaea
A15_183329,681.482973,Actinomycetota,Bacteria
