feature_id,phylum,kingdom,annotation_molecular_species,annotation_class_verbatim,annotation_class_normalised,annotation_superclass,annotation_source,annotation_tier,annotation_level
A15_17088,Nematoda,Animalia,,,,,none,Unidentified,0
A15_183036,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_28088,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_32070,Mollusca,Animalia,,,,,none,Unidentified,0
A15_165296,Nematoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_148910,Mollusca,Animalia,,,,,none,Unidentified,0
A15_4748,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_12981,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_1303,Arthropoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_128156,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_222249,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_222400,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_216742,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_156769,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_4603,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_16643,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_184708,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_64076,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_73639,Mollusca,Animalia,PC(28:2),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_148656,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_42262,Evosea,Protists,TG(38:5_18:1)+OO:(s),TG,TG,Glycerolipids,LipidSearch,Gold,4
A15_115958,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_163939,Chlorophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_224290,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_174307,Bacillota,Bacteria,PEt(O-15:1_19:3),PEt,PEt,Glycerophospholipids,LipidSearch,Bronze,3
A15_161779,Mollusca,Animalia,,,,,none,Unidentified,0
A15_11523,Mollusca,Animalia,,,,,none,Unidentified,0
A15_8984,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_174140,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_5661,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_217547,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_82238,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE21-4-POS_20074,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_125515,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_153276,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_207681,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_6955,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_8905,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_214675,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_9028,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_42123,Arthropoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_221196,Mollusca,Animalia,,,,,none,Unidentified,0
A15_136267,Nematoda,Animalia,,,,,none,Unidentified,0
A15_12301,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_68388,Arthropoda,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE21-4-POS_231425,Thermoproteota,Archaea,,Glycolipid,Glycolipid,Glycerolipids,MS2_diagnostic,Bronze,2
A15_30727,Mollusca,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_39272,Arthropoda,Animalia,PC(17:2),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_124542,Arthropoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_186634,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_6875,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_202501,Nematoda,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_77907,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_8857,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_223804,Nematoda,Animalia,,,,,none,Unidentified,0
A15_219124,Nematoda,Animalia,,,,,none,Unidentified,0
A15_142955,Mollusca,Animalia,,,,,none,Unidentified,0
A15_211400,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_224607,Nematoda,Animalia,,,,,none,Unidentified,0
A15_224605,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_154511,Mollusca,Animalia,,,,,none,Unidentified,0
A15_45486,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_6531,Evosea,Protists,,,,,none,Unidentified,0
A15_110990,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_184451,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_231746,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_211810,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_116908,Chlorophyta,Viridiplantae,PI(15:0_14:1),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_7912,Evosea,Protists,,,,,none,Unidentified,0
A15_181856,Arthropoda,Animalia,SM(d35:1),SM,SM,Sphingolipids,LipidSearch,Bronze,3
A15_212272,Nematoda,Animalia,,,,,none,Unidentified,0
A15_150572,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_32647,Mollusca,Animalia,,,,,none,Unidentified,0
A15_176210,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_33533,Mollusca,Animalia,,,,,none,Unidentified,0
A15_131210,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_128678,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_74646,Chlorophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_223635,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_113773,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_14916,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_211665,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_88862,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_17511,Evosea,Protists,,,,,none,Unidentified,0
A15_OE21-4-POS_8223,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_219367,Nematoda,Animalia,,,,,none,Unidentified,0
A15_40453,Chlorophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_114411,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_225838,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_224061,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_205543,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_65935,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_222524,Nematoda,Animalia,,,,,none,Unidentified,0
A15_76554,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_164744,Nematoda,Animalia,,,,,none,Unidentified,0
A15_222692,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_16103,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_11221,Arthropoda,Animalia,LPI(20:5),LPI,LPI,Glycerophospholipids,LipidSearch,Bronze,3
A15_5096,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_113053,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_43988,Nematoda,Animalia,WE(O-21:0),WE,WE,Fatty acyls,LipidSearch,Bronze,3
A15_OE25-1-ALL_10577,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_46461,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_204608,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_41682,Mollusca,Animalia,,,,,none,Unidentified,0
A15_133236,Arthropoda,Animalia,,Ubiquinone,Ubiquinone,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE21-4-POS_231783,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_165894,Nematoda,Animalia,,,,,none,Unidentified,0
A15_106261,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_78988,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_112814,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_216760,Nematoda,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_13080,Evosea,Protists,,,,,none,Unidentified,0
A15_50299,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_16785,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_OE25-1-ALL_13734,Evosea,Protists,,,,,none,Unidentified,0
A15_101392,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_169647,Bacillota,Bacteria,,,,,none,Unidentified,0
A15_128418,Nematoda,Animalia,,,,,none,Unidentified,0
A15_71268,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_69203,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_40139,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_15317,Evosea,Protists,,,,,none,Unidentified,0
A15_166701,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_25849,Evosea,Protists,,,,,none,Unidentified,0
A15_158854,Mollusca,Animalia,,,,,none,Unidentified,0
A15_203790,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_3055,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_8686,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_45887,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_221413,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_209401,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_82398,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_9433,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_46374,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_68481,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_760,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_52563,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_231497,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_137209,Nematoda,Animalia,,,,,none,Unidentified,0
A15_43870,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_56981,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_45592,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_144903,Mollusca,Animalia,,,,,none,Unidentified,0
A15_19764,Arthropoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_220635,Arthropoda,Animalia,Cer(d16:1_24:1),Cer,Cer,Sphingolipids,LipidSearch,Bronze,3
A15_133330,Arthropoda,Animalia,TG(16:1_19:3),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_224672,Nematoda,Animalia,,,,,none,Unidentified,0
A15_132240,Nematoda,Animalia,,,,,none,Unidentified,0
A15_174367,Mollusca,Animalia,,,,,none,Unidentified,0
A15_93054,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_35990,Evosea,Protists,,,,,none,Unidentified,0
A15_221628,Nematoda,Animalia,,,,,none,Unidentified,0
A15_160790,Mollusca,Animalia,,,,,none,Unidentified,0
A15_124255,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_64733,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_219354,Nematoda,Animalia,,,,,none,Unidentified,0
A15_31847,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_85402,Mollusca,Animalia,,,,,none,Unidentified,0
A15_7582,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_33542,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_165508,Nematoda,Animalia,,,,,none,Unidentified,0
A15_68373,Arthropoda,Animalia,LPC(P-18:0),LPC,LPC,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE21-4-POS_206619,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_209046,Nematoda,Animalia,,,,,none,Unidentified,0
A15_132016,Nematoda,Animalia,,,,,none,Unidentified,0
A15_123817,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_96615,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_219351,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_8822,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_8842,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_221625,Nematoda,Animalia,,,,,none,Unidentified,0
A15_35123,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_226980,Nematoda,Animalia,,,,,none,Unidentified,0
A15_5276,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_48929,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE21-4-POS_16207,Thermoproteota,Archaea,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE21-4-POS_209996,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_216544,Chlorophyta,Viridiplantae,DG(24:0_20:5),DG,DG,Glycerolipids,LipidSearch,Gold,4
A15_131229,Mollusca,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_207972,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_4538,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_13926,Mollusca,Animalia,,,,,none,Unidentified,0
A15_227251,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_17928,Evosea,Protists,,,,,none,Unidentified,0
A15_26652,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_9242,Evosea,Protists,,,,,none,Unidentified,0
A15_183952,Mollusca,Animalia,,,,,none,Unidentified,0
A15_203316,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_9653,Thermoproteota,Archaea,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_78749,Mollusca,Animalia,,,,,none,Unidentified,0
A15_85611,Mollusca,Animalia,,,,,none,Unidentified,0
A15_45803,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_27281,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_202212,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_59672,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_35941,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_195066,Nematoda,Animalia,,,,,none,Unidentified,0
A15_58180,Mollusca,Animalia,,,,,none,Unidentified,0
A15_148452,Chlorophyta,Viridiplantae,TG(20:1_23:6)+O:(s),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_5993,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_173539,Arthropoda,Animalia,PI(40:6),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_227621,Nematoda,Animalia,,,,,none,Unidentified,0
A15_154506,Mollusca,Animalia,,,,,none,Unidentified,0
A15_13085,Mollusca,Animalia,,,,,none,Unidentified,0
A15_2480,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_76473,Mollusca,Animalia,,,,,none,Unidentified,0
A15_216409,Nematoda,Animalia,TG(3:0_18:0_19:0)+O:(s),TG,TG,Glycerolipids,LipidSearch,Gold,4
A15_188003,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_19709,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_218576,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_24956,Evosea,Protists,,,,,none,Unidentified,0
A15_223141,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_20098,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_196031,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_217390,Nematoda,Animalia,,,,,none,Unidentified,0
A15_156031,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_172041,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_78376,Mollusca,Animalia,,,,,none,Unidentified,0
A15_104957,Mollusca,Animalia,,,,,none,Unidentified,0
A15_215816,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_14013,Evosea,Protists,Cer(d17:0_15:0)+O:(s),Cer,Cer,Sphingolipids,LipidSearch,Bronze,3
A15_141887,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_151055,Arthropoda,Animalia,SM(d37:3),SM,SM,Sphingolipids,LipidSearch,Bronze,3
A15_204818,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_4722,Thermoproteota,Archaea,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_211170,Chlorophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_47125,Arthropoda,Animalia,TG(19:3_5:0)+O:(s),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_92511,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_138192,Arthropoda,Animalia,,Ubiquinone,Ubiquinone,Prenol lipids,MS2_diagnostic,Bronze,2
A15_107291,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_161464,Nematoda,Animalia,,,,,none,Unidentified,0
A15_156870,Mollusca,Animalia,,,,,none,Unidentified,0
A15_213744,Nematoda,Animalia,WE(O-29:2_18:4),WE,WE,Fatty acyls,LipidSearch,Bronze,3
A15_153716,Arthropoda,Animalia,DG(O-13:1_20:5),DG,DG,Glycerolipids,LipidSearch,Bronze,3
A15_2207,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_137993,Arthropoda,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_227522,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_4979,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_OE25-1-ALL_26539,Evosea,Protists,,,,,none,Unidentified,0
A15_188907,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_74678,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_69518,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_217492,Nematoda,Animalia,,,,,none,Unidentified,0
A15_120753,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_219922,Nematoda,Animalia,,,,,none,Unidentified,0
A15_1564,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_100112,Arthropoda,Animalia,TG(29:7_6:0)+O:(s),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_106051,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_70880,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_11000,Evosea,Protists,,,,,none,Unidentified,0
A15_66129,Arthropoda,Animalia,LPC(P-17:0),LPC,LPC,Glycerophospholipids,LipidSearch,Bronze,3
A15_201035,Mollusca,Animalia,,,,,none,Unidentified,0
A15_218938,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_28893,Arthropoda,Animalia,,Sterol,Sterol,Sterol lipids,MS2_diagnostic,Bronze,2
A15_30221,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_108589,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_220118,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_51261,Mollusca,Animalia,,,,,none,Unidentified,0
A15_23698,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_90495,Chlorophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_43301,Mollusca,Animalia,,,,,none,Unidentified,0
A15_21004,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_117972,Arthropoda,Animalia,PEt(10:0_16:0),PEt,PEt,Glycerophospholipids,LipidSearch,Bronze,3
A15_42028,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_222914,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_9647,Evosea,Protists,,,,,none,Unidentified,0
A15_OE21-4-POS_177265,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_OE21-4-POS_12274,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_219548,Nematoda,Animalia,,,,,none,Unidentified,0
A15_196929,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_221497,Nematoda,Animalia,DG(O-20:5_20:4),DG,DG,Glycerolipids,LipidSearch,Bronze,3
A15_48850,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_121058,Nematoda,Animalia,,,,,none,Unidentified,0
A15_40421,Arthropoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_219079,Mollusca,Animalia,,,,,none,Unidentified,0
A15_100221,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_15936,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_224671,Nematoda,Animalia,,,,,none,Unidentified,0
A15_44816,Mollusca,Animalia,,,,,none,Unidentified,0
A15_203932,Mollusca,Animalia,,,,,none,Unidentified,0
A15_130250,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_28870,Evosea,Protists,,,,,none,Unidentified,0
A15_57533,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_213658,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_110721,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_219253,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_3039,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_32539,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_140518,Arthropoda,Animalia,SM(d35:3),SM,SM,Sphingolipids,LipidSearch,Bronze,3
A15_OE21-4-POS_230842,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_59425,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_179328,Mollusca,Animalia,,,,,none,Unidentified,0
A15_224289,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_175434,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_8816,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_77910,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_7301,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_103329,Chlorophyta,Viridiplantae,PIP(22:3_14:0),PIP,PIP,Glycerophospholipids,LipidSearch,Bronze,3
A15_88444,Chlorophyta,Viridiplantae,DGDG(32:6),DGDG,DGDG,Glycerolipids,LipidSearch,Bronze,3
A15_214676,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_219366,Nematoda,Animalia,,,,,none,Unidentified,0
A15_31541,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_228935,Nematoda,Animalia,,,,,none,Unidentified,0
A15_39172,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_200083,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_161332,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_233134,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_206140,Nematoda,Animalia,,,,,none,Unidentified,0
A15_219541,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_178316,Nematoda,Animalia,,,,,none,Unidentified,0
A15_60210,Arthropoda,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_11526,Mollusca,Animalia,,,,,none,Unidentified,0
A15_228282,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_8003,Evosea,Protists,,,,,none,Unidentified,0
A15_OE21-4-POS_16437,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_119439,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_4824,Evosea,Protists,,,,,none,Unidentified,0
A15_75844,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_2995,Evosea,Protists,,,,,none,Unidentified,0
A15_OE21-4-POS_223249,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_220693,Nematoda,Animalia,,,,,none,Unidentified,0
A15_205762,Nematoda,Animalia,,,,,none,Unidentified,0
A15_221753,Nematoda,Animalia,,,,,none,Unidentified,0
A15_108380,Nematoda,Animalia,,,,,none,Unidentified,0
A15_132700,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_178218,Nematoda,Animalia,,,,,none,Unidentified,0
A15_156246,Arthropoda,Animalia,SM(d38:5),SM,SM,Sphingolipids,LipidSearch,Bronze,3
A15_3522,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_52566,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE21-4-POS_217581,Thermoproteota,Archaea,,,,,none,Unidentified,0
A15_5755,Arthropoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_62518,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_183341,Mollusca,Animalia,,,,,none,Unidentified,0
A15_159524,Nematoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_72351,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_31711,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_223277,Nematoda,Animalia,,,,,none,Unidentified,0
A15_155897,Arthropoda,Animalia,SM(d38:5),SM,SM,Sphingolipids,LipidSearch,Bronze,3
A15_214824,Arthropoda,Animalia,Cer(d16:1_24:1),Cer,Cer,Sphingolipids,LipidSearch,Bronze,3
A15_185176,Arthropoda,Animalia,,,,,none,Unidentified,0
A15_210017,Nematoda,Animalia,,,,,none,Unidentified,0
A15_226144,Nematoda,Animalia,TG(37:4_20:5),TG,TG,Glycerolipids,LipidSearch,Bronze,3
