feature_id,consensus_mz,consensus_rt,n_batches,phylum,kingdom,target_detected,bg_detected,detection_rate,specificity,exclusivity,log2fc,mean_target,mean_background,batch_confirm,batch_rate,composite_score,n_target_samples,n_target_batches,biomarker_quality,biomarker_tier,discovery_method,n_batches_indicator,mean_indval,min_indval,mean_A,mean_B,batches
NEG_112934,1441.977426885665,13.531759973189226,4,Pseudomonadota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8277957751979907,0.6555915503959816,0.8223502107129552,0.8333333333333333,"batch_04_OE26-1-NEG,batch_06_ALL-25-2-NEG"
NEG_3346,315.2537525438445,2.268006149038761,3,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8277746076039091,0.7845351469270114,0.8101795313061921,0.8571428571428572,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_13160,441.3011597004638,5.672862658742787,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8277643299626586,0.6565002226449357,0.9300214515802906,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_17469,477.3222432938283,3.6670416597067454,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8277451477508228,0.6883350073211779,0.9414997580315678,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_40456,651.3589450896505,3.4910584222983725,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.827443261911728,0.6698499475890036,0.933847480544837,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_50533,711.4606410035522,9.3574645872125,5,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8273984821701731,0.6918396136560174,0.8824552242642347,0.7857142857142857,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_44099,673.4073985348659,5.507593649263127,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8273579129871803,0.7453559924999299,0.9134676533683221,0.7777777777777778,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_56929,744.5488944122633,16.29873267071884,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8272698715776668,0.6897864403751779,0.8550585492589416,0.8333333333333334,"batch_02_OE21-4-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_2880,310.21066787796934,1.983928794482292,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8271865817517059,0.7763005283104782,0.686827031464895,1.0,"batch_01_OE11-3-NEG,batch_06_ALL-25-2-NEG"
NEG_62389,771.5759303206462,17.397219941244664,2,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8271305320848503,0.6586624469783853,0.8209854675712953,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_54924,734.4995129655581,11.781543808200585,4,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8270867880758203,0.682019262904696,0.8795484949837511,0.7857142857142857,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_7533,383.3529782207684,13.926544600636827,4,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8270848028336044,0.7033314252593331,0.7983191882908074,0.8571428571428572,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_112791,1438.0205139094633,14.759734528865067,3,Pseudomonadota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8268918229882594,0.8145151146149633,0.6839032698350045,1.0,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG"
NEG_20363,503.3017147380176,5.435173987728434,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8268508587428687,0.6546253216168083,0.9276111340931341,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_97453,975.589704960924,10.224328405161732,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.82680584113491,0.7453559924999299,0.9124641989996893,0.7777777777777778,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_71269,811.5209059505013,8.07630672945315,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8267971466333282,0.7071067811865476,0.9706789958643972,0.7222222222222222,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_111811,1410.9342121086938,12.521118671830555,2,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8265244657060626,0.7711318277239284,0.9035086292445744,0.7573099415204678,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_75865,831.5957248217597,16.868807933032077,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8263882010217891,0.7458540685120496,0.8284777781661197,0.8333333333333333,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_20327,503.2655282371647,1.8463960239327568,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.826249424466572,0.6723756277782512,0.8461256950867116,0.8333333333333334,"batch_01_OE11-3-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_25238,545.3484319906315,4.861416161727671,2,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8259348435908909,0.6546536707079771,0.9972198917559418,0.7142857142857143,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_81157,857.5056919827663,7.605952906997522,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.825923663802655,0.6666666666666666,0.985290467343751,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_97522,975.7509269817608,17.63601306653581,4,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8257484560641831,0.7498232837877324,0.8000721358596345,0.8571428571428572,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_37009,629.3828097854215,6.433247793514099,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8252736518759487,0.6666666666666666,0.9840105540156199,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_67108,793.4873218217643,3.988122740272552,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8251445501236304,0.816496580927726,0.8476049826366083,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_102630,1049.5669511106528,10.944421125557485,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8245018447567537,0.7071067811865476,0.9667344080165646,0.7222222222222222,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_38928,641.3819222310262,7.056498100984119,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8243405179507847,0.6558888999723086,0.9767821428267374,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_9797,409.3111092260476,9.287138606612032,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8242956801339181,0.715591501575189,0.6912799667235665,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_43073,667.3974518388502,8.165754124532771,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8242580824364539,0.7824907610884693,0.8061458955944059,0.875,"batch_01_OE11-3-NEG,batch_03_OE23-NEG"
NEG_22446,521.3117313210064,2.44746558199754,4,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8241083583846924,0.7736274744921464,0.7315778617721767,0.9285714285714286,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_60740,764.433140017677,11.677730904324727,2,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8239859937059228,0.7660548837236489,0.8279400474311827,0.8362573099415205,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_78293,843.5261996625395,12.935109157427954,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8237485223741731,0.792293469615433,0.836483283956504,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_44924,678.4719190753938,12.459481777232416,4,Pseudomonadota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8236285046261017,0.6472570092522034,0.8142062270195802,0.8333333333333333,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG"
NEG_75733,831.4941018905114,7.314331869582929,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.823614457616311,0.6666666666666666,0.9599732438637387,0.7314814814814815,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_98542,987.6271956667188,15.165849910636446,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8235988173880897,0.6666666666666666,0.980720489710889,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_95975,959.5949898152812,13.429021023631002,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8235626436533908,0.6553425060230273,0.8768681265838706,0.8148148148148149,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_44302,674.4767831765209,13.76421505848448,4,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8234423685417995,0.7704986706199554,0.7392994247566635,0.9181286549707601,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_82286,863.4840431275319,4.265473181968046,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8233472265984516,0.7875196950831902,0.8733957567146403,0.8055555555555555,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_12921,439.3059475477484,6.797509613671347,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8231426536016785,0.6715459124771594,0.9260323563803776,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_3871,325.2748027906642,3.4454340206284315,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8230095759514231,0.8165708951980171,0.7756697059391111,0.8888888888888888,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_93858,938.608986147708,13.58500566009149,4,Actinomycetota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8229743662541695,0.7799233287239005,0.8041401993438846,0.875,"batch_04_OE26-1-NEG,batch_06_ALL-25-2-NEG"
NEG_74070,823.5622839351307,14.619152305261885,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8229209281099049,0.7443053358245945,0.9049754384464224,0.7777777777777778,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_59035,755.5747334481515,16.27133224646496,2,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8228317847385791,0.7132245582832176,0.7477608058986536,0.90625,"batch_03_OE23-NEG,batch_04_OE26-1-NEG"
NEG_1716,285.04046981483225,1.6260494001858146,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8225830477231401,0.7687700975914479,0.7892629818685037,0.8888888888888888,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_42905,666.3346292207294,2.608087277395128,3,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8225154438065123,0.6735940486105575,0.8688575906186695,0.7857142857142857,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_50528,711.4590942743841,13.147681148915126,3,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8224712968517303,0.7272796582212133,0.9760421311361285,0.6988304093567251,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_19137,491.33822250538776,4.689144929596651,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8220171239187324,0.6617089989153369,0.9203402465804975,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_47753,695.4664944988946,14.484444524755192,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8218751104659472,0.7332894102773212,0.7370974594038082,0.9166666666666667,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_74710,826.5610119078286,14.23280288810363,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8217505040031845,0.6439326240358498,0.8105553953399891,0.8333333333333333,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_17176,475.30675347365,4.969962236728985,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8217105108567969,0.6624862760168485,0.8393317248965505,0.8333333333333334,"batch_01_OE11-3-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_15361,459.3119289384869,4.249468132673152,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8214760568170364,0.6470672846440066,0.9145893671628545,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_5117,347.22279453267737,2.6905301191589786,4,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8209938545574376,0.7348310402783158,0.8839461864442695,0.7857142857142857,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_96716,967.5652548008444,9.957137278475992,4,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8205695415263128,0.7071067811865476,0.9362081704646221,0.75,"batch_01_OE11-3-NEG,batch_03_OE23-NEG"
NEG_75074,828.5129786017159,12.061746714207771,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8204191449313845,0.6408382898627688,0.9620079279735179,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_72843,818.503709101337,11.88311193652683,4,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8203971028495592,0.745136569839747,0.9073203947049177,0.7685185185185185,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_66635,791.4709472805132,3.754746101999269,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8203176546103834,0.6666666666666666,0.9475659556879514,0.7314814814814815,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_79691,849.5980242071311,18.39469120638627,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8201689984296987,0.6454972243679028,0.9948540813057367,0.7083333333333334,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_66158,789.4556350403675,3.7395921268189634,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8201573330323011,0.6666666666666666,0.9739952133658013,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_78517,844.5635748547973,9.298373844694892,2,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8201523850604935,0.640449415607993,0.9100308189267721,0.75,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_28569,572.4441965204351,12.698045275132598,3,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8200574123882363,0.6441086445980609,0.980036092530405,0.7142857142857143,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_4920,343.2125887636485,1.686626631746476,4,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8200466444353928,0.7879525081130827,0.797680363644362,0.8571428571428572,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_63434,776.509573752057,9.746639135889591,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8196183898360312,0.6398301380165222,0.9906659443096927,0.7083333333333334,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_13151,441.3006029719186,2.910257984171749,4,Basidiomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8195817704354085,0.6626431006449092,0.8610049790677623,0.7857142857142857,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_12248,433.31696268223504,7.038516227890496,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8195049892367263,0.7519042838034901,0.6761582827589581,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_18881,489.3228774743472,5.364483747181414,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8193547610085368,0.5508642839147824,0.7805368368989262,0.8611111111111112,"batch_02_OE21-4-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_102726,1051.5807723976527,12.2079277123477,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8192119684598574,0.6557569327330003,0.8481115547820256,0.8055555555555555,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_72401,816.5030810806467,11.963562379990522,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8190133295042684,0.735841992735935,0.8942856804749355,0.7777777777777778,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_51146,714.5084546007126,12.358573009468126,5,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8189038679310496,0.694214114939874,0.6861510794134345,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_68944,801.4908505639658,14.191739632859353,2,Pseudomonadota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8188299174556097,0.6376598349112194,0.8049575487942526,0.8333333333333333,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG"
NEG_63557,777.4335241093822,12.48996628255358,2,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8187803617642735,0.8040477366437515,0.8973737623141627,0.7543859649122806,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_101599,1029.597705647745,14.3961547948767,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8187650738035936,0.6666666666666666,0.9712879493119724,0.7222222222222222,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_43152,667.4789298872618,10.6864177381336,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8184543679155639,0.6666666666666666,0.9706848363882676,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_101703,1031.5781456189682,3.063969693347651,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8182965363849887,0.7069471016823305,0.9998494697180317,0.6759259259259259,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_21367,510.3283096956658,6.204606910203173,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8182139639308242,0.5661338937180044,0.9169407356318787,0.7777777777777777,"batch_02_OE21-4-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_24295,537.3069185062553,1.711586747606249,3,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8181437867086689,0.6370728965152767,0.7833636344269852,0.8611111111111112,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_100561,1013.5689365737392,3.087242623289321,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8177796082427298,0.7053963172555536,0.9983893095984652,0.6759259259259259,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_44215,673.5750947378754,17.55145835791984,4,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8177683061932219,0.6545385261196801,0.9631518900763152,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_63944,779.3806492929741,11.608032896989949,2,Bacillota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.817466114932988,0.816496580927726,0.9545321899145185,0.7017543859649122,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_66636,791.4715695899291,4.268396350346527,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8174401931253144,0.816496580927726,0.8348760264073973,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_9395,405.2677283738496,6.399960379911759,5,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8173031697623157,0.7509849284417435,0.6723825804353822,1.0,"batch_01_OE11-3-NEG,batch_06_ALL-25-2-NEG"
NEG_85298,879.4788392288159,2.9692662603317395,2,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8171517731744327,0.816496580927726,0.8344041163456664,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_19523,495.2889357041669,4.300257695993779,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.817091592461721,0.6471564214902187,0.9059223497427576,0.75,"batch_01_OE11-3-NEG,batch_06_ALL-25-2-NEG"
NEG_3367,316.25725181770025,2.1107082752865787,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8170435244873212,0.6942317038589867,0.6826428641927101,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_57704,748.5218099247868,14.769847855441183,3,Pseudomonadota,Bacteria,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.817041513067342,0.6417175041759523,0.6982953421691196,1.0,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG"
NEG_46986,691.4339830020359,11.348941067538467,5,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8170021248438036,0.770085575784423,0.7940862137613708,0.875,"batch_01_OE11-3-NEG,batch_03_OE23-NEG"
NEG_17813,480.28184074045214,3.05800536297744,2,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8169409915447435,0.6789837826676149,0.8016795194286821,0.8333333333333333,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG"
NEG_91205,917.5426983332452,16.04719496217706,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8168897833054194,0.8045949899298839,0.8293033544679898,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_78735,845.5449005351026,14.489030498813488,3,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8166746353246228,0.7453559924999299,0.894266031019184,0.7777777777777778,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_63153,775.4764143106888,7.937741812125242,4,Streptophyta,Plantae,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8166154333469007,0.7019037925680666,0.9951126226809569,0.6759259259259259,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_51140,714.5052793254303,13.75383817240477,5,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8165296086754699,0.7071456027997979,0.678685462585125,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
NEG_63077,774.6737241601352,19.647560330865225,2,Methanobacteriota,Archaea,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.816496580927726,0.816496580927726,1.0,0.6666666666666666,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG"
NEG_13569,445.3176053607413,4.721583189046246,2,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.8163869129536013,0.6346276033163203,0.8433641078856666,0.7916666666666667,"batch_02_OE21-4-NEG,batch_03_OE23-NEG"
NEG_45864,684.4610385721645,12.2902220174012,5,Mucoromycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,2.0,0.816227766016838,0.6324555320336759,1.0,0.7,"batch_01_OE11-3-NEG,batch_04_OE26-1-NEG"
NEG_13357,443.30145300641,3.143896448634835,4,Ascomycota,Fungi,,,,,,,,,,,,,,IndVal,CrossBatch_Consensus,indval_consensus,3.0,0.8161789171364943,0.5690803432532884,0.8052677899598443,0.8333333333333334,"batch_02_OE21-4-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG"
