mode,row_phylum,column_phylum,row_group,column_group,pair_class,similarity,clipped_at_0_55
NEG,Streptophyta,Actinomycetota,Viridiplantae,Bacteria,Cross group,0.066060444500781,False
NEG,Arthropoda,Actinomycetota,Animalia,Bacteria,Cross group,0.039564583721054,False
NEG,Mollusca,Actinomycetota,Animalia,Bacteria,Cross group,0.039724464646117,False
NEG,Nematoda,Actinomycetota,Animalia,Bacteria,Cross group,0.070657864671947,False
NEG,Actinomycetota,Bacillota,Bacteria,Bacteria,Within group,0.193216120681694,False
NEG,Pseudomonadota,Bacillota,Bacteria,Bacteria,Within group,0.046525555770203,False
NEG,Methanobacteriota,Bacillota,Archaea,Bacteria,Cross group,0.011864695545456,False
NEG,Thermoproteota,Bacillota,Archaea,Bacteria,Cross group,0.007860633603842,False
NEG,Discosea,Bacillota,Protists,Bacteria,Cross group,0.014690916252458,False
NEG,Evosea,Bacillota,Protists,Bacteria,Cross group,0.009207214509747,False
NEG,Heterolobosea,Bacillota,Protists,Bacteria,Cross group,0.003446491744013,False
NEG,Mucoromycota,Bacillota,Fungi,Bacteria,Cross group,0.0066934622420939,False
NEG,Ascomycota,Bacillota,Fungi,Bacteria,Cross group,0.016124458235335,False
NEG,Basidiomycota,Bacillota,Fungi,Bacteria,Cross group,0.015895869328009,False
NEG,Chlorophyta,Bacillota,Viridiplantae,Bacteria,Cross group,0.0102563824199829,False
NEG,Streptophyta,Bacillota,Viridiplantae,Bacteria,Cross group,0.020907257304863,False
NEG,Arthropoda,Bacillota,Animalia,Bacteria,Cross group,0.010570720417881,False
NEG,Mollusca,Bacillota,Animalia,Bacteria,Cross group,0.011915168730436,False
NEG,Nematoda,Bacillota,Animalia,Bacteria,Cross group,0.0609997138089871,False
NEG,Actinomycetota,Pseudomonadota,Bacteria,Bacteria,Within group,0.05387830461387,False
NEG,Bacillota,Pseudomonadota,Bacteria,Bacteria,Within group,0.046525555770203,False
NEG,Methanobacteriota,Pseudomonadota,Archaea,Bacteria,Cross group,0.015206577260041,False
NEG,Thermoproteota,Pseudomonadota,Archaea,Bacteria,Cross group,0.0028969887701649,False
NEG,Discosea,Pseudomonadota,Protists,Bacteria,Cross group,0.054878437458855,False
NEG,Evosea,Pseudomonadota,Protists,Bacteria,Cross group,0.072125403736929,False
NEG,Heterolobosea,Pseudomonadota,Protists,Bacteria,Cross group,0.040707983287614,False
NEG,Mucoromycota,Pseudomonadota,Fungi,Bacteria,Cross group,0.034403264739027,False
NEG,Ascomycota,Pseudomonadota,Fungi,Bacteria,Cross group,0.076917851280218,False
NEG,Basidiomycota,Pseudomonadota,Fungi,Bacteria,Cross group,0.04110606105939,False
NEG,Chlorophyta,Pseudomonadota,Viridiplantae,Bacteria,Cross group,0.046581586267558,False
NEG,Streptophyta,Pseudomonadota,Viridiplantae,Bacteria,Cross group,0.060717234553388,False
NEG,Arthropoda,Pseudomonadota,Animalia,Bacteria,Cross group,0.072441021248103,False
NEG,Mollusca,Pseudomonadota,Animalia,Bacteria,Cross group,0.0344036168155329,False
NEG,Nematoda,Pseudomonadota,Animalia,Bacteria,Cross group,0.097817640064755,False
NEG,Actinomycetota,Methanobacteriota,Bacteria,Archaea,Cross group,0.016870561123289,False
NEG,Bacillota,Methanobacteriota,Bacteria,Archaea,Cross group,0.011864695545456,False
NEG,Pseudomonadota,Methanobacteriota,Bacteria,Archaea,Cross group,0.015206577260041,False
NEG,Thermoproteota,Methanobacteriota,Archaea,Archaea,Within group,0.0867250823501891,False
NEG,Discosea,Methanobacteriota,Protists,Archaea,Cross group,0.01157600457108,False
NEG,Evosea,Methanobacteriota,Protists,Archaea,Cross group,0.003183698528267,False
NEG,Heterolobosea,Methanobacteriota,Protists,Archaea,Cross group,0.053440817533538,False
NEG,Mucoromycota,Methanobacteriota,Fungi,Archaea,Cross group,0.017006414040619,False
NEG,Ascomycota,Methanobacteriota,Fungi,Archaea,Cross group,0.019397487029341,False
NEG,Basidiomycota,Methanobacteriota,Fungi,Archaea,Cross group,0.016920407805134,False
NEG,Chlorophyta,Methanobacteriota,Viridiplantae,Archaea,Cross group,0.0076771748625189,False
NEG,Streptophyta,Methanobacteriota,Viridiplantae,Archaea,Cross group,0.017842794311446,False
NEG,Arthropoda,Methanobacteriota,Animalia,Archaea,Cross group,0.0082932636119179,False
NEG,Mollusca,Methanobacteriota,Animalia,Archaea,Cross group,0.016943552270374,False
NEG,Nematoda,Methanobacteriota,Animalia,Archaea,Cross group,0.011880415853778,False
NEG,Actinomycetota,Thermoproteota,Bacteria,Archaea,Cross group,0.005730373666821,False
NEG,Bacillota,Thermoproteota,Bacteria,Archaea,Cross group,0.007860633603842,False
NEG,Pseudomonadota,Thermoproteota,Bacteria,Archaea,Cross group,0.0028969887701649,False
NEG,Methanobacteriota,Thermoproteota,Archaea,Archaea,Within group,0.0867250823501891,False
NEG,Discosea,Thermoproteota,Protists,Archaea,Cross group,0.002009161679926,False
NEG,Evosea,Thermoproteota,Protists,Archaea,Cross group,0.001758373417577,False
NEG,Heterolobosea,Thermoproteota,Protists,Archaea,Cross group,0.000813432557598,False
NEG,Mucoromycota,Thermoproteota,Fungi,Archaea,Cross group,0.0011083953172349,False
NEG,Ascomycota,Thermoproteota,Fungi,Archaea,Cross group,0.0058676728306079,False
NEG,Basidiomycota,Thermoproteota,Fungi,Archaea,Cross group,0.006773515725357,False
NEG,Chlorophyta,Thermoproteota,Viridiplantae,Archaea,Cross group,0.003517738914938,False
NEG,Streptophyta,Thermoproteota,Viridiplantae,Archaea,Cross group,0.0092932958166189,False
NEG,Arthropoda,Thermoproteota,Animalia,Archaea,Cross group,0.0027415471695949,False
NEG,Mollusca,Thermoproteota,Animalia,Archaea,Cross group,0.006987530936565,False
NEG,Nematoda,Thermoproteota,Animalia,Archaea,Cross group,0.006179959065266,False
