feature_id,phylum,kingdom,annotation_molecular_species,annotation_class_verbatim,annotation_class_normalised,annotation_superclass,annotation_source_pre_release,annotation_tier_pre_release,annotation_level_pre_release,annotation_tier,annotation_source,annotation_level,family_propagation_applied,rt_uncertain_any,archlips_rt_excluded,release_exclusion_reason,discovery_method,partition,has_usable_ms2,has_sirius_formula,sirius_formula_provenance,sirius_molecular_formula,sirius_adduct,sirius_score_normalized,has_canopus_class,canopus_provenance,NPC#pathway,NPC#superclass,NPC#class,ClassyFire#most specific class,has_csi_fingerid_structure,has_denovo_structure,has_dreams_result,dreams_provenance,DreaMS_similarity,ref_msv_id,ref_msv_species_resolved,ref_name,ref_smiles,in_strict_ms2lda_model,external_evidence_depth,annotation_release_status
NEG_48723,Streptophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C42H58N2O5S,[M - H]-,1.0,True,fresh_new_or_changed,Alkaloids,Eicosanoids,Leukotrienes,N-acyl-alpha amino acids and derivatives,True,True,True,fresh_new_or_changed,0.6420988,MSV000080673,Homo sapiens,000036489_RA7_01_6113,,True,csi_fingerid_structure_candidate,eligible
NEG_48724,Streptophyta,Plantae,,PS,PS,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H58N2O10,[M - H]-,0.865,True,fresh_new_or_changed,Polyketides,Macrolides,Polyene macrolides,Dicarboxylic acids and derivatives,True,True,True,fresh_new_or_changed,0.6920152,MSV000083073,Rattus norvegicus,94330,,True,csi_fingerid_structure_candidate,eligible
NEG_48751,Streptophyta,Plantae,PG(16:1_15:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H67O10P,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphates,"1,2-diacylglycerol-3-phosphates",True,True,True,fresh_new_or_changed,0.6812988,MSV000084900,food metagenome,G79670_5x_10ul_RF10_01_19556,,True,csi_fingerid_structure_candidate,eligible
NEG_48758,Streptophyta,Plantae,PG(15:2_16:1),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C39H62N2O9,[M - H]-,1.0,True,fresh_new_or_changed,Alkaloids,Pseudoalkaloids (transamidation),Terpenoid alkaloids,Amino acids and derivatives,True,True,True,fresh_new_or_changed,0.6283544,MSV000089255,Burkholderia cenocepacia J2315 (NCBITaxon:216591),K562_WT_M9_only_SPE_P2-B-6_01_16271,,True,csi_fingerid_structure_candidate,eligible
NEG_48789,Ascomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C45H66O6,[M - H]-,0.999,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Triacylglycerols,Fatty acid esters,True,True,True,fresh_new_or_changed,0.71966827,MSV000085777,environmental samples <Bacillariophyta> (NCBITaxon:33858),RT_Jake_IODA_B2_1,,True,csi_fingerid_structure_candidate,unidentified
NEG_48805,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C42H70O8,[M - H]-,0.996,True,exact_retained_cache,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Triterpenoids,True,True,True,exact_retained_cache,0.7319429,MSV000078830,Pseudomonas aeruginosa PA14,PA14_EM_7-3_E-4_P1-E-4_01_6473,,True,csi_fingerid_structure_candidate,unidentified
NEG_48818,Ascomycota,Fungi,PEt(16:0_18:1),PEt,PEt,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C39H75O8P,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphates,"1,2-diacylglycerol-3-phosphates",True,True,True,fresh_new_or_changed,0.6838641,MSV000086012,Ceratotherium simum simum (NCBITaxon:73337),RRC_30_1_BE8_01_55945,,True,csi_fingerid_structure_candidate,eligible
NEG_48819,Ascomycota,Fungi,PEt(16:0_18:1),PEt,PEt,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C39H75O8P,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphates,"1,2-diacylglycerol-3-phosphates",True,True,True,fresh_new_or_changed,0.6871064,MSV000082962,Citrus sinensis,11-20-3_2_RB12_01_30732,,True,csi_fingerid_structure_candidate,eligible
NEG_48829,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C39H74O10,[M - H]-,1.0,True,exact_retained_cache,Terpenoids,Diterpenoids,Norkaurane diterpenoids,Kaurane diterpenoids,True,True,True,exact_retained_cache,0.73017496,MSV000087800,Homo sapiens (NCBITaxon:9606),20181005_10_NT_B1,,True,csi_fingerid_structure_candidate,unidentified
NEG_48885,Mollusca,Animalia,,,Glycerophospholipids,Glycerophospholipids,none,Unidentified,0,Bronze,Network_propagation,1,True,False,False,,composite,retained_exact,True,True,exact_retained_cache,C28H50NO15PS,[M - H]-,0.514,True,exact_retained_cache,Fatty acids,Glycerophospholipids,Glycosylglycerophospholipids,Inositol phosphates,True,True,True,exact_retained_cache,0.7438446,MSV000082323,Mus musculus,C83_Control-PIC4_Liver_BA7_01_12512,,True,csi_fingerid_structure_candidate,eligible
NEG_48896,Heterolobosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C37H53NO12,[M - H]-,0.782,False,none,,,,,False,True,True,exact_retained_cache,0.6604086,MSV000079523,Homo sapiens,Plate3_RH2_01_9612,,True,denovo_structure_candidate,unidentified
NEG_48924,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C36H66NO10P,[M - H]-,0.516,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,True,True,True,fresh_new_or_changed,0.77325344,MSV000082074,food metagenome,G79740_5x_4ul_BH2_01_19753,,True,csi_fingerid_structure_candidate,unidentified
NEG_48929,Mollusca,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C35H64NO8P,[M + CH2O2 - H]-,1.0,True,exact_retained_cache,Fatty acids,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,True,True,True,exact_retained_cache,0.7077675,MSV000088021,environmental samples <delta subdivision> (NCBITaxon:34033),Mo_2019_502,,True,csi_fingerid_structure_candidate,eligible
NEG_48940,Heterolobosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C40H65NO9,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Glycosphingolipids,True,True,True,fresh_new_or_changed,0.77221733,MSV000079150,Mus musculus,OMICS_WCD003_WNVWT_12h_2_lipid_Pos_25Apr14_Polaroid_14-02-05,,True,csi_fingerid_structure_candidate,unidentified
NEG_48942,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C40H65NO9,[M - H]-,0.487,True,exact_retained_cache,Polyketides,Macrolides,Polyene macrolides,Aminoglycosides,True,True,True,exact_retained_cache,0.74388236,MSV000089449,vinegar,VG34-1,,True,csi_fingerid_structure_candidate,unidentified
NEG_48947,Heterolobosea,Protozoa,,SM,SM,Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C37H69NO9S,[M - H]-,0.624,True,exact_retained_cache,Fatty acids,Spingolipids,Leukotrienes,Cysteine and derivatives,True,True,True,exact_retained_cache,0.7055409,MSV000084460,Lecanicillium psalliotae,190430_PosDDA_Cond2,,True,csi_fingerid_structure_candidate,eligible
NEG_48958,Pseudomonadota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H70NO9P,[M - H]-,0.561,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,True,True,True,fresh_new_or_changed,0.6767084,MSV000078830,Pseudomonas aeruginosa PA14,PA14_EM_15-2_C-5_P1-C-5_01_11422,,True,csi_fingerid_structure_candidate,unidentified
NEG_48970,Ascomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H69NO11,[M - H]-,1.0,True,fresh_new_or_changed,Polyketides,Macrolides,Polyene macrolides,Amino acids and derivatives,True,True,True,fresh_new_or_changed,0.61316985,MSV000087368,Water,19_141_pd,,True,csi_fingerid_structure_candidate,unidentified
NEG_48971,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C44H65NO6,[M - H]-,0.999,True,fresh_new_or_changed,Alkaloids,Pseudoalkaloids (transamidation),Steroidal alkaloids,Lipids and lipid-like molecules,True,True,True,fresh_new_or_changed,0.556253,MSV000080673,Homo sapiens,000027856_RG9_01_5966,,False,csi_fingerid_structure_candidate,unidentified
NEG_49000,Streptophyta,Plantae,PC(15:0_16:1),PC,PC,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H74NO8P,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,True,True,True,fresh_new_or_changed,0.7274657,MSV000083723,Trachymyrmex septentrionalis,ANTS_T_ants_R1_D4_GE9_01_15964,,True,csi_fingerid_structure_candidate,eligible
NEG_49018,Heterolobosea,Protozoa,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C42H73NO7,[M - H]-,0.799,False,none,,,,,False,False,True,exact_retained_cache,0.6859218,MSV000088242,Sorghum bicolor (NCBITaxon:4558),PI29_GG_FE_R1,,True,sirius_formula_only,eligible
NEG_4906,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C14H20N2O4S2,[M - H]-,0.956,True,fresh_new_or_changed,Amino acids and Peptides,Histidine alkaloids,Imidazole alkaloids,Alkyl aryl ethers,True,True,True,fresh_new_or_changed,0.6245583,MSV000083559,Homo sapiens,11713.5.S.5F,,True,csi_fingerid_structure_candidate,unidentified
NEG_49069,Streptophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C31H60O17,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Fatty acyl glycosides,Open-chain polyketides,Alkyl glycosides,False,False,True,fresh_new_or_changed,0.7327988,MSV000085944,Homo sapiens (NCBITaxon:9606),skin_07_480_OF,,True,sirius_formula_plus_canopus_class,eligible
NEG_4907,Nematoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C19H20O4S,[M - H]-,1.0,True,exact_retained_cache,Polyketides,Naphthalenes,Naphthoquinones,Aryl alkyl ketones,True,True,True,exact_retained_cache,0.65153086,MSV000085107,commercial standard (EDTA),WT_1_off_p,,True,csi_fingerid_structure_candidate,unidentified
NEG_49083,Streptophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H60O8,[M - H]-,1.0,True,fresh_new_or_changed,Terpenoids,Diterpenoids,Tigliane diterpenoids,Prenol lipids,True,True,True,fresh_new_or_changed,0.67461914,MSV000080574,mouse,ZA17,,True,csi_fingerid_structure_candidate,eligible
NEG_49086,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H60N2O10,[M - H]-,1.0,True,fresh_new_or_changed,Polyketides,Macrolides,Ansa macrolides,Macrolide lactams,True,True,True,fresh_new_or_changed,0.65637356,MSV000087872,Viridiplantae (NCBITaxon:33090),Monarda-punctata-flower-nBuOH,,True,csi_fingerid_structure_candidate,unidentified
NEG_49103,Mucoromycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C42H60N2O7,[M - H]-,1.0,True,fresh_new_or_changed,Polyketides,Macrolides,Lactam bearing macrolide lactones,Alpha amino acids and derivatives,True,True,True,fresh_new_or_changed,0.70043194,MSV000085480,environmental samples <Bacillariophyta> (NCBITaxon:33858),ETNP_2_15,,True,csi_fingerid_structure_candidate,unidentified
NEG_49121,Streptophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H69O10P,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphates,"1,2-diacylglycerol-3-phosphates",True,True,True,fresh_new_or_changed,0.7098757,MSV000084322,Homo sapiens,Plate8_61288_Skin_GD11_01_27376,,True,csi_fingerid_structure_candidate,eligible
NEG_49131,Heterolobosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C43H64N2O6,[M - H]-,0.999,True,fresh_new_or_changed,Alkaloids,Pseudoalkaloids (transamidation),Terpenoid alkaloids,Amino acids and derivatives,True,True,True,fresh_new_or_changed,0.74146616,MSV000082490,Homo sapiens,SH610_RF2_01_27558,,True,csi_fingerid_structure_candidate,unidentified
NEG_49173,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C37H72N2O10,[M - H]-,1.0,True,exact_retained_cache,Polyketides,Macrolides,Erythromycins,Amino acids and derivatives,True,True,True,exact_retained_cache,0.6651524,MSV000080918,Mus musculus,SS448_RG4_01_7822,,True,csi_fingerid_structure_candidate,unidentified
NEG_49198,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C39H77O8P,[M - H]-,0.408,True,exact_retained_cache,Fatty acids,Glycerophospholipids,Glycerophosphates,"1,2-diacylglycerol-3-phosphates",True,True,True,exact_retained_cache,0.74759454,MSV000078830,Pseudomonas aeruginosa PA14,PA14_EM_10-3_H-7_P1-H-7_01_8788,,True,csi_fingerid_structure_candidate,unidentified
NEG_4920,Basidiomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C18H32O6,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Octadecanoids,Other Octadecanoids,Lineolic acids and derivatives,True,True,True,fresh_new_or_changed,0.69896287,MSV000084430,Sarcophyton glaucum,PAL252_dx4_BE2_02_47786,,True,csi_fingerid_structure_candidate,unidentified
NEG_49200,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C39H77O8P,[M - H]-,1.0,True,exact_retained_cache,Fatty acids,Glycerophospholipids,Glycerophosphates,"1,2-diacylglycerol-3-phosphates",True,True,True,exact_retained_cache,0.6775477,MSV000089540,Homo sapiens (NCBITaxon:9606),B5_NPS,,True,csi_fingerid_structure_candidate,unidentified
NEG_49243,Evosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C29H57NO12P2S,[M - H]-,0.695,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Oxidized glycerophospholipids,Alpha amino acids,False,True,True,fresh_new_or_changed,0.6931734,MSV000082261,Homo sapiens,11129_NT1D020_JJK_Ur,,True,denovo_structure_candidate,unidentified
NEG_49248,Ascomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C30H61NO11P2S,[M - H]-,0.344,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoserines,Amino acids and derivatives,False,True,True,fresh_new_or_changed,0.6783753,MSV000080574,mouse,M18,,False,denovo_structure_candidate,unidentified
NEG_49255,Mollusca,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C40H51NO10,[M - H]-,1.0,True,exact_retained_cache,Alkaloids,Pseudoalkaloids (transamidation),Steroidal alkaloids,Alkaloids and derivatives,True,True,True,exact_retained_cache,0.66983676,MSV000089835,Bifidobacterium longum (NCBITaxon:216816),220526_pos_AcylCoA_Short_09_CA_DCA,,True,csi_fingerid_structure_candidate,eligible
NEG_49332,Streptophyta,Plantae,PC(P-13:1_15:0),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C36H70NO7P,[M + CH2O2 - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphocholines,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",True,True,True,fresh_new_or_changed,0.6751988,MSV000083534,Homo sapiens,OMICS_MHAE002_MOCK_12HRS_3_Lipid_017_POS_19June17_Polaroid_HSST-T3-A923,,True,csi_fingerid_structure_candidate,eligible
NEG_49333,Pseudomonadota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C36H70NO7P,[M + CH2O2 - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,True,True,True,fresh_new_or_changed,0.7085786,MSV000085944,Homo sapiens (NCBITaxon:9606),skin_02_600_UB,,True,csi_fingerid_structure_candidate,unidentified
NEG_49335,Pseudomonadota,Bacteria,PC(O-12:1_16:1),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H72NO9P,[M - H]-,0.622,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycosyldiacylglycerols,Amino acids and derivatives,True,True,True,fresh_new_or_changed,0.6492128,MSV000083487,Colostethus panamansis,CP3V2-01,,True,csi_fingerid_structure_candidate,eligible
NEG_49358,Pseudomonadota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C41H71NO8,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Spingolipids,Sphingoid bases,Amino acids,True,True,True,fresh_new_or_changed,0.74703664,MSV000082741,Mus musculus,20161103_TP_CS00000001-5_P,,True,csi_fingerid_structure_candidate,unidentified
NEG_49366,Bacillota,Bacteria,PE(16:0_17:0),PE,PE,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H76NO8P,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,True,True,True,fresh_new_or_changed,0.7067907,MSV000083723,Trachymyrmex septentrionalis,ANTS_T_ants_R1_D4_GE9_01_15964,,True,csi_fingerid_structure_candidate,eligible
NEG_49368,Bacillota,Bacteria,PE(16:0_17:0),PE,PE,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H76NO8P,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,True,True,True,fresh_new_or_changed,0.7387652,MSV000083535,Homo sapiens,OMICS_MHAE003_MOCK_48HRS_2_Lipid_001_POS_7July17_Polaroid_HSST-T3-A923,,True,csi_fingerid_structure_candidate,eligible
NEG_4937,Ascomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C19H36O5,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,True,True,True,fresh_new_or_changed,0.6317122,MSV000083559,Homo sapiens,11713.22.S.22B,,True,csi_fingerid_structure_candidate,unidentified
NEG_49372,Heterolobosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C49H71NO2,[M - H]-,0.991,True,exact_retained_cache,Fatty acids,Spingolipids,Ceramides,Long-chain ceramides,True,True,True,exact_retained_cache,0.7057475,MSV000082963,Citrus sinensis,Plate4_603_RC3_01_16145,,True,csi_fingerid_structure_candidate,unidentified
NEG_49395,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C40H83NO8,[M - H]-,1.0,True,exact_retained_cache,Fatty acids,Spingolipids,Neutral glycosphingolipids,Sphingolipids,False,False,True,exact_retained_cache,0.71041834,MSV000081508,Homo sapiens,m03-b05-05B_GB5_01_1285,,True,sirius_formula_plus_canopus_class,unidentified
NEG_49399,Heterolobosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C24H34O24,[M - H]-,0.757,True,exact_retained_cache,Shikimates and Phenylpropanoids,Saccharides,Polysaccharides,Oligosaccharides,True,True,True,exact_retained_cache,0.71540433,MSV000081463,Solanum lycopersicum,NS_Seedling_24h_Seedling_1_E03_E3,,True,csi_fingerid_structure_candidate,unidentified
NEG_49471,Streptophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C47H62O5,[M - H]-,1.0,True,fresh_new_or_changed,Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-β)",Prenol lipids,True,True,True,fresh_new_or_changed,0.6350603,MSV000080918,Mus musculus,SS392_RB8_01_7759,,True,csi_fingerid_structure_candidate,eligible
NEG_49486,Bacillota,Bacteria,PG(15:0_16:1),PG,PG,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C44H66O7,[M - H]-,0.737,True,fresh_new_or_changed,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Triterpenoids,True,True,True,fresh_new_or_changed,0.7773256,MSV000087612,Homo sapiens (NCBITaxon:9606),68,,True,csi_fingerid_structure_candidate,eligible
NEG_49506,Ascomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C36H70N2O11,[M - H]-,0.526,True,fresh_new_or_changed,Polyketides,Macrolides,Polyene macrolides,Macrolides and analogues,True,True,True,fresh_new_or_changed,0.6711534,MSV000083065,Homo sapiens,TW-BL-001_RF8_01_35914,,True,csi_fingerid_structure_candidate,unidentified
NEG_49517,Pseudomonadota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C44H70N2O5,[M - H]-,0.834,True,fresh_new_or_changed,Fatty acids,Spingolipids,Ceramides,Aralkylamines,True,True,True,fresh_new_or_changed,0.80443066,MSV000084325,Mus musculus,Pos_P33_A3_oesophagus_vehicle,,True,csi_fingerid_structure_candidate,unidentified
NEG_49547,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C42H78N2O6,[M - H]-,0.655,True,exact_retained_cache,Fatty acids,Spingolipids,Ceramides,Long-chain ceramides,True,True,True,exact_retained_cache,0.74070525,MSV000085508,Homo sapiens (NCBITaxon:9606),UDN_Project02_P1_A_ad5e3862-1778-4376-af6d-e52f43cf9e67_L_016_POS_27Mar17_Lola-WCSH7906,,True,csi_fingerid_structure_candidate,unidentified
NEG_49575,Mollusca,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C41H57NO5S2,[M - H]-,0.581,True,exact_retained_cache,Polyketides,Diterpenoids,Tetracyclic diterpenoids,Benzenoids,True,True,True,exact_retained_cache,0.72224057,MSV000083956,Staphylococcus,S.epiC-10_BC10_01_22800,,True,csi_fingerid_structure_candidate,eligible
NEG_4958,Streptophyta,Plantae,,PS,PS,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C20H40O4,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Fatty Acids and Conjugates,Hydroxy fatty acids,Long-chain fatty acids,True,True,True,fresh_new_or_changed,0.73399305,MSV000079680,Pseudomonas aeruginosa PAO1,PA14_A_9_RA3_01_18511,,True,csi_fingerid_structure_candidate,eligible
NEG_4959,Ascomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C20H40O4,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,True,True,True,fresh_new_or_changed,0.68533903,MSV000088136,Aspergillus sydowii (NCBITaxon:75750),20191101%20Control_1M_3_10uLiny_c.pemex2_30min_5uLmin_5-100B-sample026,,True,csi_fingerid_structure_candidate,unidentified
NEG_49590,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H61NO11,[M - H]-,1.0,True,fresh_new_or_changed,Terpenoids,Diterpenoids,Tetracyclic diterpenoids,Diterpenoids,True,True,True,fresh_new_or_changed,0.75174433,MSV000085261,Bacteria,So13.3-R2YE-SNP,,True,csi_fingerid_structure_candidate,unidentified
