formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C41H70N6O8	[M + H]+	C41H71N6O8+	Amino acids and Peptides	0.899	Oligopeptides	0.999	Lipopeptides	0.962	Organic acids and derivatives	0.999	Peptidomimetics	0.813	Depsipeptides	0.834	Cyclic depsipeptides	0.853	Cyclic depsipeptides	0.853	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	775.532	868	14.467	875373364957864452	875355517551767328	875355517551767327	A15_151670	
2	C41H70N6O8	[M + H]+	C41H71N6O8+	Amino acids and Peptides	0.899	Oligopeptides	0.999	Lipopeptides	0.962	Organic acids and derivatives	0.999	Peptidomimetics	0.813	Depsipeptides	0.834	Cyclic depsipeptides	0.853	Cyclic depsipeptides	0.853	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	775.532	868	14.467	875373422826678204	875366983127109197	875366983122914892	A15_151670	
14	C47H82NO8P	[M + H]+	C47H83NO8P+	Fatty acids	0.997	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.940	Lipids and lipid-like molecules	0.987	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.912	Phosphatidylethanolamines	0.895	Phosphatidylethanolamines	0.895	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	820.589	869	14.484	875375327833440788	875355517841174360	875355517841174359	A15_152777	
14	C47H82NO8P	[M + H]+	C47H83NO8P+	Fatty acids	0.997	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.940	Lipids and lipid-like molecules	0.987	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.912	Phosphatidylethanolamines	0.895	Phosphatidylethanolamines	0.895	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	820.589	869	14.484	875375398377440910	875366983391350405	875366983391350404	A15_152777	
1	C37H64N6O4	[M + H]+	C37H65N6O4+	Fatty acids	0.647	Oligopeptides	0.249	Lipopeptides	0.030	Organic acids and derivatives	0.984	Carboxylic acids and derivatives	0.969	Amino acids, peptides, and analogues	0.768	Amino acids and derivatives	0.751	Amino acids and derivatives	0.751	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	657.506	870	14.498	875375436893734774	875355517300109036	875355517300109035	A15_150930	
1	C42H79N3O8	[M + Na]+	C42H79N3NaO8+	Fatty acids	0.964	Glycerolipids	0.214	Tripeptides	0.102	Lipids and lipid-like molecules	0.977	Fatty Acyls	0.976	Fatty amides	0.520	N-acyl amines	0.645	N-acyl amines	0.645	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	776.569	870	14.498	875373177480860365	875355517656624948	875355517656624947	A15_151993	
1	C37H64N6O4	[M + H]+	C37H65N6O4+	Fatty acids	0.647	Oligopeptides	0.249	Lipopeptides	0.030	Organic acids and derivatives	0.984	Carboxylic acids and derivatives	0.969	Amino acids, peptides, and analogues	0.768	Amino acids and derivatives	0.751	Amino acids and derivatives	0.751	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	657.506	870	14.498	875373457102531057	875366982875450905	875366982871256600	A15_150930	
1	C42H79N3O8	[M + Na]+	C42H79N3NaO8+	Fatty acids	0.964	Glycerolipids	0.214	Tripeptides	0.102	Lipids and lipid-like molecules	0.977	Fatty Acyls	0.976	Fatty amides	0.520	N-acyl amines	0.645	N-acyl amines	0.645	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	776.569	870	14.498	875373196015490188	875366983219383905	875366983219383904	A15_151993	
4	C41H70N6O8	[M + H]+	C41H71N6O8+	Amino acids and Peptides	0.978	Oligopeptides	0.997	Lipopeptides	0.501	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.984	Peptides	0.699	Peptides	0.699	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	775.532	870	14.506	875373287329683758	875355518050889604	875355518050889603	A15_153652	
4	C41H70N6O8	[M + H]+	C41H71N6O8+	Amino acids and Peptides	0.978	Oligopeptides	0.997	Lipopeptides	0.501	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.984	Peptides	0.699	Peptides	0.699	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	775.532	870	14.506	875373243520177869	875366983601065649	875366983601065648	A15_153652	
1	C39H68O4	[M + H]+	C39H69O4+	Fatty acids	0.988	Glycerolipids	0.989	Diacylglycerols	0.930	Lipids and lipid-like molecules	0.992	Fatty Acyls	0.967	Lineolic acids and derivatives	0.558			Lineolic acids and derivatives	0.558	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	601.518	871	14.515	875373165178966527	875355517568544548	875355517568544547	A15_151730	
1	C39H68O4	[M + H]+	C39H69O4+	Fatty acids	0.988	Glycerolipids	0.989	Diacylglycerols	0.930	Lipids and lipid-like molecules	0.992	Fatty Acyls	0.967	Lineolic acids and derivatives	0.558			Lineolic acids and derivatives	0.558	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	601.518	871	14.515	875373293239458234	875366983143886417	875366983143886416	A15_151730	
1	C38H73O10P	[M + Na]+	C38H73NaO10P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoglycerols	0.921	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.998	Glycerophosphoglycerols	0.930	Phosphatidylglycerols	0.891	Phosphatidylglycerols	0.891	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Phosphatidylglycerols; Secondary alcohols; Carbonyl compounds; Glycerophosphoglycerols; Polyols; 1,2-diols; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	743.484	872	14.526	875373160082886941	875355518357073860	875355518357073859	A15_154997	
1	C38H73O10P	[M + Na]+	C38H73NaO10P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoglycerols	0.921	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.998	Glycerophosphoglycerols	0.930	Phosphatidylglycerols	0.891	Phosphatidylglycerols	0.891	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Phosphatidylglycerols; Secondary alcohols; Carbonyl compounds; Glycerophosphoglycerols; Polyols; 1,2-diols; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	743.484	872	14.526	875373160292602143	875366983907249905	875366983907249904	A15_154997	
12	C40H76N4O12	[M + H]+	C40H77N4O12+	Amino acids and Peptides	0.484	Macrolides	0.758	Erythromycins	0.331	Organic acids and derivatives	0.955	Carboxylic acids and derivatives	0.917	Amino acids, peptides, and analogues	0.566	Amino acids and derivatives	0.558	Amino acids and derivatives	0.558	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	805.554	872	14.531	875373164977639897	875355517954420592	875355517954420591	A15_153086	
12	C40H76N4O12	[M + H]+	C40H77N4O12+	Amino acids and Peptides	0.484	Macrolides	0.758	Erythromycins	0.331	Organic acids and derivatives	0.955	Carboxylic acids and derivatives	0.917	Amino acids, peptides, and analogues	0.566	Amino acids and derivatives	0.558	Amino acids and derivatives	0.558	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	805.554	872	14.531	875373164759536040	875366983508790941	875366983508790940	A15_153086	
1	C40H79NO8	[M + Na]+	C40H79NNaO8+	Fatty acids	0.998	Spingolipids	0.997	Neutral glycosphingolipids	0.993	Lipids and lipid-like molecules	0.972	Sphingolipids	0.865	Glycosphingolipids	0.879	Neutral glycosphingolipids	0.787	Glycosyl-N-acylsphingosines	0.775	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	724.572	872	14.532	875373226206090687	875355518432571348	875355518432571347	A15_155319	
1	C40H79NO8	[M + Na]+	C40H79NNaO8+	Fatty acids	0.998	Spingolipids	0.997	Neutral glycosphingolipids	0.993	Lipids and lipid-like molecules	0.972	Sphingolipids	0.865	Glycosphingolipids	0.879	Neutral glycosphingolipids	0.787	Glycosyl-N-acylsphingosines	0.775	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	724.572	872	14.532	875373192924288077	875366983982747393	875366983982747392	A15_155319	
3	C38H65N3O7	[M + H]+	C38H66N3O7+	Amino acids and Peptides	0.550	Macrolides	0.740	Erythromycins	0.091	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.628	Amino acids and derivatives	0.621	Amino acids and derivatives	0.621	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	676.491	872	14.540	875373298088073696	875355518013140860	875355518013140859	A15_153569	
3	C38H65N3O7	[M + H]+	C38H66N3O7+	Amino acids and Peptides	0.550	Macrolides	0.740	Erythromycins	0.091	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.628	Amino acids and derivatives	0.621	Amino acids and derivatives	0.621	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	676.491	872	14.540	875373170514121256	875366983563316905	875366983563316904	A15_153569	
2	C36H62N4	[M + H]+	C36H63N4+	Alkaloids	0.791	Pseudoalkaloids (transamidation)	0.347	Tricyclic guanidine alkaloids	0.151	Organoheterocyclic compounds	0.982	Heteroaromatic compounds	0.868					Heteroaromatic compounds	0.868	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	551.503	873	14.551	875373186024657799	875355517878923104	875355517878923103	A15_153010	
2	C36H62N4	[M + H]+	C36H63N4+	Alkaloids	0.791	Pseudoalkaloids (transamidation)	0.347	Tricyclic guanidine alkaloids	0.151	Organoheterocyclic compounds	0.982	Heteroaromatic compounds	0.868					Heteroaromatic compounds	0.868	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	551.503	873	14.551	875373226965259763	875366983429099149	875366983429099148	A15_153010	
22	C47H82NO8P	[M + H]+	C47H83NO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.998	Lipids and lipid-like molecules	0.993	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.990	Phosphatidylethanolamines	0.990	Phosphatidylethanolamines	0.990	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	820.588	873	14.558	875373333542526545	875355518734561300	875355518730366995	A15_156285	
22	C47H82NO8P	[M + H]+	C47H83NO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.998	Lipids and lipid-like molecules	0.993	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.990	Phosphatidylethanolamines	0.990	Phosphatidylethanolamines	0.990	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	820.588	873	14.558	875373344711958316	875366984288931649	875366984284737344	A15_156285	
2	C39H70O6	[M + Na]+	C39H70NaO6+	Fatty acids	0.998	Glycerolipids	0.991	Diacylglycerols	0.910	Lipids and lipid-like molecules	0.996	Glycerolipids	0.879	Diradylglycerols	0.529	Diacylglycerols	0.632	1,2-diacylglycerols	0.676	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; Fatty alcohols; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	657.506	874	14.559	875373517970272302	875355518130581396	875355518130581395	A15_154007	
2	C39H70O6	[M + Na]+	C39H70NaO6+	Fatty acids	0.998	Glycerolipids	0.991	Diacylglycerols	0.910	Lipids and lipid-like molecules	0.996	Glycerolipids	0.879	Diradylglycerols	0.529	Diacylglycerols	0.632	1,2-diacylglycerols	0.676	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; Fatty alcohols; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	657.506	874	14.559	875373311086222272	875366983676563137	875366983676563136	A15_154007	
1	C36H66O4	[M + H]+	C36H67O4+	Fatty acids	0.999	Fatty esters	0.956	Fatty acid estolides	0.667	Lipids and lipid-like molecules	0.996	Fatty Acyls	0.991	Fatty acid esters	0.983			Fatty acid esters	0.983	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	563.503	875	14.586	875373194505540736	875355518168330140	875355518168330139	A15_154109	
1	C36H66O4	[M + H]+	C36H67O4+	Fatty acids	0.999	Fatty esters	0.956	Fatty acid estolides	0.667	Lipids and lipid-like molecules	0.996	Fatty Acyls	0.991	Fatty acid esters	0.983			Fatty acid esters	0.983	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	563.503	875	14.586	875373197554799884	875366983718506185	875366983718506184	A15_154109	
1	C40H75O10P	[M + H]+	C40H76O10P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoglycerols	0.980	Lipids and lipid-like molecules	0.987	Glycerophospholipids	0.998	Glycerophosphoglycerols	0.976	Phosphatidylglycerols	0.950	Phosphatidylglycerols	0.950	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Phosphatidylglycerols; Secondary alcohols; Carbonyl compounds; Glycerophosphoglycerols; Polyols; 1,2-diols; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	747.517	875	14.589	875373186230178752	875355518340296640	875355518340296639	A15_154603	
