formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C29H46O2	[M + H]+	C29H47O2+		1.000	194.758	194.758	0.000	36	0.894	3.279	3.336	-0.632		427.357	434	7.235	875370537497810600	875367012696958421	875367012696958420	A15_73007	
1	C28H42O2	[M + H]+	C28H43O2+		1.000	133.317	133.317	0.000	40	0.881	0.492	1.758	-0.834		411.325	435	7.242	875370574684510210	875355547645904548	875355547645904547	A15_72801	
1	C28H42O2	[M + H]+	C28H43O2+		1.000	133.317	133.317	0.000	40	0.881	0.492	1.758	-0.834		411.325	435	7.242	875370084672357891	875367012680181201	875367012680181200	A15_72801	
1	C24H41NO4	[M + H]+	C24H42NO4+		0.972	132.629	132.629	0.000	43	0.875	4.228	4.961	-6.128		408.308	435	7.247	875370194596677897	875355547876591320	875355547876591319	A15_74966	
1	C24H41NO4	[M + H]+	C24H42NO4+		0.972	132.629	132.629	0.000	43	0.875	4.228	4.961	-6.128		408.308	435	7.247	875370297789140152	875367012919256581	875367012919256580	A15_74966	
1	C46H71NO9	[M + Na]+	C46H71NNaO9+		0.865	1.742	1.742	0.000	1	0.011	8.948	8.948	-9.922		804.494	435	7.250	875370006842852035	875355547771733696	875355547771733695	A15_73927	
1	C46H71NO9	[M + Na]+	C46H71NNaO9+		0.865	1.742	1.742	0.000	1	0.011	8.948	8.948	-9.922		804.494	435	7.250	875369993781789146	875367012810204653	875367012806010348	A15_73927	
1	C26H53N7O9	[M + H]+	C26H54N7O9+		0.557	29.784	29.784	0.000	9	0.613	5.785	5.785	-5.547		608.394	435	7.252	875370004133331536	875355547553629840	875355547553629839	A15_72392	
1	C26H53N7O9	[M + H]+	C26H54N7O9+		0.557	29.784	29.784	0.000	9	0.613	5.785	5.785	-5.547		608.394	435	7.252	875370018612069062	875367012587906493	875367012587906492	A15_72392	
1	C28H42O2	[M + H]+	C28H43O2+		0.792	123.943	123.943	0.000	38	0.693	2.605	2.684	-0.856		411.325	436	7.266	875370037696152452	875355547822065356	875355547822065355	A15_74550	
1	C28H42O2	[M + H]+	C28H43O2+		0.792	123.943	123.943	0.000	38	0.693	2.605	2.684	-0.856		411.325	436	7.266	875370025188737836	875367012864730617	875367012864730616	A15_74550	
1	C44H67NO7	[M + Na]+	C44H67NNaO7+		0.158	5.904	5.904	0.000	1	0.023	2.589	2.589	-0.919		744.480	436	7.271	875370034571395921	875355547717207732	875355547717207731	A15_73840	
1	C44H67NO7	[M + Na]+	C44H67NNaO7+		0.158	5.904	5.904	0.000	1	0.023	2.589	2.589	-0.919		744.480	436	7.271	875373308301204332	875367012751484385	875367012751484384	A15_73840	
1	C26H50O2S	[M + H]+	C26H51O2S+		1.000	130.839	130.839	0.000	41	0.819	2.525	2.667	-8.525		427.357	437	7.279	875370574864865315	875355547998226164	875355547998226163	A15_75972	
1	C26H50O2S	[M + H]+	C26H51O2S+		1.000	130.839	130.839	0.000	41	0.819	2.525	2.667	-8.525		427.357	437	7.279	875370037960393641	875367013049280033	875367013049280032	A15_75972	
1	C25H42N2O5	[M + H]+	C25H43N2O5+		0.992	52.745	52.745	0.000	33	0.447	4.106	4.502	3.918		451.318	438	7.295	875370051805791302	875355547733984952	875355547733984951	A15_73881	
1	C25H42N2O5	[M + H]+	C25H43N2O5+		0.992	52.745	52.745	0.000	33	0.447	4.106	4.502	3.918		451.318	438	7.295	875370056142701742	875367012772455909	875367012772455908	A15_73881	
1	C30H54N2O6	[M + H]+	C30H55N2O6+		0.948	58.574	58.574	0.000	15	0.572	3.992	3.992	4.212		539.408	438	7.299	875370064522921280	875355547838842576	875355547838842575	A15_74589	
1	C30H54N2O6	[M + H]+	C30H55N2O6+		0.948	58.574	58.574	0.000	15	0.572	3.992	3.992	4.212		539.408	438	7.299	875370072387241380	875367012881507837	875367012881507836	A15_74589	
1	C12H22O11Si	[M + H]+	C12H23O11Si+		0.303	22.543	22.543	0.000	3	0.454	5.898	5.898	1.217		371.101	440	7.331	875370085809014308	875355547612350108	875355547612350107	A15_72615	
1	C12H22O11Si	[M + H]+	C12H23O11Si+		0.303	22.543	22.543	0.000	3	0.454	5.898	5.898	1.217		371.101	440	7.331	875370066041259377	875367012642432457	875367012642432456	A15_72615	
1	C25H42N2O5	[M + H]+	C25H43N2O5+		0.527	7.956	7.956	0.000	1	0.708	3.241	6.212	3.836		451.318	441	7.342	875370053168940172	875355548015003384	875355548015003383	A15_76253	
1	C25H42N2O5	[M + H]+	C25H43N2O5+		0.527	7.956	7.956	0.000	1	0.708	3.241	6.212	3.836		451.318	441	7.342	875370299022265576	875367013066057253	875367013066057252	A15_76253	
1	C15H19F3N2O2S	[M + Na]+	C15H19F3N2NaO2S+		1.000	38.889	38.889	0.000	19	0.689	3.023	5.089	-0.723		371.101	441	7.344	875370117631198903	875355547754956476	875355547754956475	A15_73884	
1	C15H19F3N2O2S	[M + Na]+	C15H19F3N2NaO2S+		1.000	38.889	38.889	0.000	19	0.689	3.023	5.089	-0.723		371.101	441	7.344	875370147498837840	875367012789233129	875367012789233128	A15_73884	
1	C38H49N5O2	[M + H]+	C38H50N5O2+		0.764	26.592	26.592	0.000	11	0.295	4.007	4.402	-2.565		608.394	441	7.350	875370289371171971	875355548132443920	875355548132443919	A15_77417	
1	C38H49N5O2	[M + H]+	C38H50N5O2+		0.764	26.592	26.592	0.000	11	0.295	4.007	4.402	-2.565		608.394	441	7.350	875370089021851223	875367013183497789	875367013183497788	A15_77417	
1	C36H65N5O11	[M + H]+	C36H66N5O11+		0.373	52.961	52.961	0.000	16	0.647	3.836	3.836	7.856		744.481	443	7.379	875370242608876333	875355548031780604	875355548031780603	A15_76361	
1	C36H65N5O11	[M + H]+	C36H66N5O11+		0.373	52.961	52.961	0.000	16	0.647	3.836	3.836	7.856		744.481	443	7.379	875370285814402128	875367013087028777	875367013087028776	A15_76361	
1	C32H50N2O5	[M + H]+	C32H51N2O5+		1.000	116.369	116.369	0.000	29	0.709	2.973	3.172	6.662		543.383	443	7.381	875370334795484732	875355548094695176	875355548094695175	A15_76655	
1	C32H50N2O5	[M + H]+	C32H51N2O5+		1.000	116.369	116.369	0.000	29	0.709	2.973	3.172	6.662		543.383	443	7.381	875370373081092135	875367013145749045	875367013145749044	A15_76655	
1	C20H44F2N6O3	[M + H]+	C20H45F2N6O3+		0.914	50.202	50.202	0.000	18	0.731	6.762	7.216	-4.377		455.350	443	7.391	875370336913608303	875355547943700200	875355547943700199	A15_75565	
1	C20H44F2N6O3	[M + H]+	C20H45F2N6O3+		0.914	50.202	50.202	0.000	18	0.731	6.762	7.216	-4.377		455.350	443	7.391	875370095246198439	875367012994754069	875367012990559764	A15_75565	
1	C28H55NO7	[M + H]+	C28H56NO7+		1.000	171.181	171.181	0.000	30	0.606	1.575	2.301	-0.908		518.405	445	7.411	875370205082438126	875355547926922980	875355547926922979	A15_75404	
1	C28H55NO7	[M + H]+	C28H56NO7+		1.000	171.181	171.181	0.000	30	0.606	1.575	2.301	-0.908		518.405	445	7.411	875370155581261803	875367012973782545	875367012973782544	A15_75404	
1	C47H68O6	[M + H3N + H]+	C47H72NO6+		1.000	92.503	92.503	0.000	29	0.643	1.340	3.042	-5.639	TG(10:4_16:5_18:2)	746.531	447	7.444	875370289979346102	875355547964671724	875355547964671723	A15_75615	
1	C47H68O6	[M + H3N + H]+	C47H72NO6+		1.000	92.503	92.503	0.000	29	0.643	1.340	3.042	-5.639	TG(10:4_16:5_18:2)	746.531	447	7.444	875370148346087299	875367013011531289	875367013011531288	A15_75615	
1	C28H44O2	[M + H]+	C28H45O2+		1.000	186.877	186.877	0.000	44	0.894	2.972	2.972	-0.632		413.341	450	7.492	875370166893299792	875355547981448944	875355547981448943	A15_75757	
1	C28H44O2	[M + H]+	C28H45O2+		1.000	186.877	186.877	0.000	44	0.894	2.972	2.972	-0.632		413.341	450	7.492	875370316269243832	875367013028308509	875367013028308508	A15_75757	
1	C28H46O2	[M + H]+	C28H47O2+		1.000	206.789	206.789	0.000	47	0.931	2.061	2.347	-0.499		415.357	450	7.507	875370179081947332	875355548203747104	875355548203747103	A15_78188	
1	C28H46O2	[M + H]+	C28H47O2+		1.000	206.789	206.789	0.000	47	0.931	2.061	2.347	-0.499		415.357	450	7.507	875370340059336351	875367013258995277	875367013258995276	A15_78188	
1	C28H42O	[M + H]+	C28H43O+		0.903	85.133	85.133	0.000	33	0.905	1.566	2.359	-0.724		395.331	452	7.529	875370176607307937	875355548069529348	875355548069529347	A15_76641	
1	C28H42O	[M + H]+	C28H43O+		0.903	85.133	85.133	0.000	33	0.905	1.566	2.359	-0.724		395.331	452	7.529	875370383747207302	875367013124777521	875367013124777520	A15_76641	
1	C44H67NO7	[M + Na]+	C44H67NNaO7+		0.189	9.205	9.205	0.000	2	0.048	-0.570	0.570	-0.563		744.481	453	7.543	875370164619986973	875355548165998360	875355548165998359	A15_77911	
1	C44H67NO7	[M + Na]+	C44H67NNaO7+		0.189	9.205	9.205	0.000	2	0.048	-0.570	0.570	-0.563		744.481	453	7.543	875370174032005230	875367013221246533	875367013221246532	A15_77911	
1	C31H52N6O2	[M + H]+	C31H53N6O2+		0.313	6.753	6.753	0.000	1	0.477	13.314	13.314	0.734		541.423	455	7.589	875370384686731433	875355548149221140	875355548149221139	A15_77799	
1	C31H52N6O2	[M + H]+	C31H53N6O2+		0.313	6.753	6.753	0.000	1	0.477	13.314	13.314	0.734		541.423	455	7.589	875370359869034381	875367013200275009	875367013200275008	A15_77799	
1	C30H51NO3	[M + H]+	C30H52NO3+		0.999	186.476	186.476	0.000	43	0.829	3.196	3.221	-0.171		474.394	456	7.606	875370190607894776	875355548241495848	875355548241495847	A15_78381	
1	C30H51NO3	[M + H]+	C30H52NO3+		0.999	186.476	186.476	0.000	43	0.829	3.196	3.221	-0.171		474.394	456	7.606	875370204407155165	875367013296744021	875367013296744020	A15_78381	
1	C41H66O6	[M + K]+	C41H66KO6+		0.893	127.092	127.092	0.000	29	0.622	0.670	1.401	0.776		693.450	457	7.623	875370399266132260	875355548186969884	875355548186969883	A15_78170	
1	C41H66O6	[M + K]+	C41H66KO6+		0.893	127.092	127.092	0.000	29	0.622	0.670	1.401	0.776		693.450	457	7.623	875370397600993521	875367013238023753	875367013238023752	A15_78170	
1	C28H44O	[M + H]+	C28H45O+		1.000	222.319	222.319	0.000	51	0.958	2.942	3.070	-0.135		397.346	460	7.668	875370201995430327	875355548291827508	875355548291827507	A15_79360	
1	C28H44O	[M + H]+	C28H45O+		1.000	222.319	222.319	0.000	51	0.958	2.942	3.070	-0.135		397.346	460	7.668	875370300783873278	875367013355464289	875367013355464288	A15_79360	
1	C23H47N3O4	[M + H]+	C23H48N3O4+		0.485	128.197	128.197	0.000	21	0.518	6.165	7.513	2.485		430.365	462	7.692	875370182806489304	875355548363130692	875355548363130691	A15_79907	
1	C23H47N3O4	[M + H]+	C23H48N3O4+		0.485	128.197	128.197	0.000	21	0.518	6.165	7.513	2.485		430.365	462	7.692	875370187067902184	875367013426767473	875367013426767472	A15_79907	
1	C46H60O4	[M + H]+	C46H61O4+		0.451	8.886	8.886	0.000	2	0.651	2.166	2.166	2.603		677.458	462	7.695	875370406258037102	875355548329576252	875355548329576251	A15_79676	
1	C46H60O4	[M + H]+	C46H61O4+		0.451	8.886	8.886	0.000	2	0.651	2.166	2.166	2.603		677.458	462	7.695	875370194957388089	875367013389018729	875367013389018728	A15_79676	
1	C32H47FO2	[M + H]+	C32H48FO2+		0.522	39.311	39.311	0.000	18	0.670	7.332	7.332	7.246		483.367	466	7.770	875370341393125043	875355548220524324	875355548220524323	A15_78300	
1	C32H47FO2	[M + H]+	C32H48FO2+		0.522	39.311	39.311	0.000	18	0.670	7.332	7.332	7.246		483.367	466	7.770	875370196488309101	875367013275772497	875367013275772496	A15_78300	
1	C36H63N5O10	[M + H]+	C36H64N5O10+		0.327	18.511	18.511	0.000	9	0.536	6.827	6.827	5.626		726.469	467	7.785	875370419042275898	875355548400879436	875355548400879435	A15_80284	
1	C36H63N5O10	[M + H]+	C36H64N5O10+		0.327	18.511	18.511	0.000	9	0.536	6.827	6.827	5.626		726.469	467	7.785	875370358971453274	875367013464516217	875367013464516216	A15_80284	
1	C33H58N12O5	[M + H]+	C33H59N12O5+		0.825	10.197	10.197	0.000	3	0.427	7.392	8.455	3.521		703.475	469	7.824	875370198811953525	875355548455405400	875355548455405399	A15_80727	
1	C33H58N12O5	[M + H]+	C33H59N12O5+		0.825	10.197	10.197	0.000	3	0.427	7.392	8.455	3.521		703.475	469	7.824	875370201039128982	875367013523236485	875367013523236484	A15_80727	
1	C41H62O10	[M + Na]+	C41H62NaO10+		0.174	4.185	4.185	0.000	0	0.000	-3.458	3.458	-0.655		737.423	470	7.828	875370209582926368	875355548258273068	875355548258273067	A15_78646	
1	C41H62O10	[M + Na]+	C41H62NaO10+		0.174	4.185	4.185	0.000	0	0.000	-3.458	3.458	-0.655		737.423	470	7.828	875370210031716947	875367013317715545	875367013313521240	A15_78646	
1	C33H54O8	[M + H]+	C33H55O8+		0.918	118.902	118.902	0.000	22	0.661	2.415	5.086	-8.917		579.384	471	7.842	875370613750257960	875355548312799032	875355548312799031	A15_79410	
1	C33H54O8	[M + H]+	C33H55O8+		0.918	118.902	118.902	0.000	22	0.661	2.415	5.086	-8.917		579.384	471	7.842	875370781367230011	875367013372241509	875367013372241508	A15_79410	
1	C21H36N2O6	[M + H]+	C21H37N2O6+		0.978	116.299	116.299	0.000	31	0.789	6.152	6.152	2.985		413.266	471	7.853	875370228595706548	875355548417656656	875355548417656655	A15_80491	
1	C21H36N2O6	[M + H]+	C21H37N2O6+		0.978	116.299	116.299	0.000	31	0.789	6.152	6.152	2.985		413.266	471	7.853	875370436188590701	875367013485487741	875367013485487740	A15_80491	
1	C28H40	[M + H]+	C28H41+		1.000	97.106	97.106	0.000	30	0.830	2.321	2.503	-1.788		377.320	475	7.918	875370234144770791	875355548577040244	875355548577040243	A15_83152	
1	C28H40	[M + H]+	C28H41+		1.000	97.106	97.106	0.000	30	0.830	2.321	2.503	-1.788		377.320	475	7.918	875370241010846474	875367013653259937	875367013653259936	A15_83152	
1	C26H43NO2	[M + Na]+	C26H43NNaO2+		0.831	164.042	164.042	0.000	40	0.807	4.300	4.300	3.871		424.320	476	7.941	875370794205994724	875355548677703564	875355548677703563	A15_84228	
1	C26H43NO2	[M + Na]+	C26H43NNaO2+		0.831	164.042	164.042	0.000	40	0.807	4.300	4.300	3.871		424.320	476	7.941	875370690417941342	875367013766506169	875367013766506168	A15_84228	
1	C37H70NO9P	[M + Na]+	C37H70NNaO9P+		0.743	14.486	14.486	0.000	5	0.620	5.200	5.200	1.104		726.469	478	7.967	875370623929833914	875355548610594684	875355548610594683	A15_83256	
1	C37H70NO9P	[M + Na]+	C37H70NNaO9P+		0.743	14.486	14.486	0.000	5	0.620	5.200	5.200	1.104		726.469	478	7.967	875370637385161197	875367013691008681	875367013691008680	A15_83256	
1	C28H40O	[M + H]+	C28H41O+		1.000	155.974	155.974	0.000	53	0.955	2.152	2.152	-1.132		393.315	480	7.998	875370677075860238	875355548627371904	875355548627371903	A15_83265	
1	C28H40O	[M + H]+	C28H41O+		1.000	155.974	155.974	0.000	53	0.955	2.152	2.152	-1.132		393.315	480	7.998	875370371206238185	875367013711980205	875367013711980204	A15_83265	
1	C32H54FN7O5	[M + H]+	C32H55FN7O5+		0.495	46.484	46.484	0.000	15	0.685	3.183	4.014	-0.953		636.424	481	8.014	875370307347959076	875355548488959840	875355548488959839	A15_80923	
1	C32H54FN7O5	[M + H]+	C32H55FN7O5+		0.495	46.484	46.484	0.000	15	0.685	3.183	4.014	-0.953		636.424	481	8.014	875370322975935958	875367013560985229	875367013560985228	A15_80923	
1	C28H40O	[M + H]+	C28H41O+		0.995	123.380	123.380	0.000	42	0.826	0.235	2.495	-1.099		393.315	481	8.022	875370316093083013	875355548715452308	875355548715452307	A15_84776	
1	C28H40O	[M + H]+	C28H41O+		0.995	123.380	123.380	0.000	42	0.826	0.235	2.495	-1.099		393.315	481	8.022	875370332731887113	875367013804254913	875367013804254912	A15_84776	
1	C30H46O	[M + H]+	C30H47O+		1.000	199.874	199.874	0.000	47	0.802	1.558	1.664	-0.667		423.362	483	8.054	875370402323779928	875355548560263024	875355548560263023	A15_83064	
1	C30H46O	[M + H]+	C30H47O+		1.000	199.874	199.874	0.000	47	0.802	1.558	1.664	-0.667		423.362	483	8.054	875370471739511660	875367013636482717	875367013636482716	A15_83064	
1	C28H38O2	[M + H]+	C28H39O2+		0.911	164.319	164.319	0.000	47	0.847	2.823	2.823	-1.360		407.294	484	8.067	875370409269547476	875355548522514280	875355548522514279	A15_81987	
1	C28H38O2	[M + H]+	C28H39O2+		0.911	164.319	164.319	0.000	47	0.847	2.823	2.823	-1.360		407.294	484	8.067	875370345293827771	875367013598733973	875367013598733972	A15_81987	
1	C30H48O2	[M + H]+	C30H49O2+		1.000	184.473	184.473	0.000	46	0.887	2.168	2.664	-0.972		441.372	486	8.100	875370355767004961	875355548539291500	875355548539291499	A15_82625	
1	C30H48O2	[M + H]+	C30H49O2+		1.000	184.473	184.473	0.000	46	0.887	2.168	2.664	-0.972		441.372	486	8.100	875370370325434325	875367013615511193	875367013615511192	A15_82625	
1	C20H47N4O3	[M + H]+	C20H48N4O3+		1.000	30.273	30.273	0.000	19	0.917	8.409	8.409	2.506		392.373	492	8.202	875370371453702171	875355548593817464	875355548593817463	A15_83238	
1	C20H47N4O3	[M + H]+	C20H48N4O3+		1.000	30.273	30.273	0.000	19	0.917	8.409	8.409	2.506		392.373	492	8.202	875370356802998069	875367013674231461	875367013670037156	A15_83238	
1	C30H46N4O5	[M + H]+	C30H47N4O5+		0.845	59.273	59.273	0.000	10	0.462	3.205	3.205	3.416		543.356	496	8.273	875370365783003042	875355548660926344	875355548660926343	A15_83860	
1	C30H46N4O5	[M + H]+	C30H47N4O5+		0.845	59.273	59.273	0.000	10	0.462	3.205	3.205	3.416		543.356	496	8.273	875370806772129661	875367013745534645	875367013745534644	A15_83860	
1	C38H75NO3S	[M + K]+	C38H75KNO3S+		0.999	164.728	164.728	0.000	47	0.805	3.221	3.386	5.560		664.514	500	8.326	875370494149678190	875355548749006748	875355548749006747	A15_85550	
1	C38H75NO3S	[M + K]+	C38H75KNO3S+		0.999	164.728	164.728	0.000	47	0.805	3.221	3.386	5.560		664.514	500	8.326	875370391183708350	875367013842003657	875367013842003656	A15_85550	
1	C21H43N3O6	[M + H]+	C21H44N3O6+		0.621	24.825	24.825	0.000	9	0.875	4.051	4.051	3.692		434.324	508	8.463	875370495181477026	875355548883224504	875355548883224503	A15_87791	
1	C21H43N3O6	[M + H]+	C21H44N3O6+		0.621	24.825	24.825	0.000	9	0.875	4.051	4.051	3.692		434.324	508	8.463	875370496389436601	875367013976221413	875367013976221412	A15_87791	
1	C20H44N2O6	[M + H]+	C20H45N2O6+		0.983	95.565	95.565	0.000	22	0.821	6.807	6.807	6.096		409.330	509	8.478	875370373500522586	875355548816115628	875355548816115627	A15_86975	
1	C20H44N2O6	[M + H]+	C20H45N2O6+		0.983	95.565	95.565	0.000	22	0.821	6.807	6.807	6.096		409.330	509	8.478	875370375207604336	875367013921695449	875367013917501144	A15_86975	
1	C42H61N7O4	[M + H]+	C42H62N7O4+		0.386	8.195	8.195	0.000	7	0.735	4.745	5.609	-2.026		728.484	509	8.481	875370407965118881	875355548765783968	875355548765783967	A15_85868	
1	C42H61N7O4	[M + H]+	C42H62N7O4+		0.386	8.195	8.195	0.000	7	0.735	4.745	5.609	-2.026		728.484	509	8.481	875370827156447560	875367013862975181	875367013862975180	A15_85868	
1	C39H72NO10P	[M + H]+	C39H73NO10P+		0.515	72.361	72.361	0.000	23	0.479	2.473	2.937	-0.622		746.496	509	8.483	875370496875975888	875355548858058676	875355548858058675	A15_87646	
1	C39H72NO10P	[M + H]+	C39H73NO10P+		0.515	72.361	72.361	0.000	23	0.479	2.473	2.937	-0.622		746.496	509	8.483	875370558259615606	875367013959444193	875367013955249888	A15_87646	
1	C20H43NO4S	[M + H]+	C20H44NO4S+		1.000	94.559	94.559	0.000	27	0.754	3.607	3.607	4.780		394.300	509	8.488	875370504077595991	875355548782561188	875355548782561187	A15_85968	
1	C20H43NO4S	[M + H]+	C20H44NO4S+		1.000	94.559	94.559	0.000	27	0.754	3.607	3.607	4.780		394.300	509	8.488	875370834584560055	875367013879752401	875367013879752400	A15_85968	
1	C37H62N6O6	[M + H]+	C37H63N6O6+		1.000	113.490	113.490	0.000	32	0.737	2.629	2.837	1.553		687.481	511	8.512	875370569848477609	875355548832892848	875355548832892847	A15_86979	
1	C37H62N6O6	[M + H]+	C37H63N6O6+		1.000	113.490	113.490	0.000	32	0.737	2.629	2.837	1.553		687.481	511	8.512	875370909553550404	875367013938472669	875367013938472668	A15_86979	
1	C24H40O4	[M + H]+	C24H41O4+		0.838	97.096	97.096	0.000	39	0.539	3.776	4.033	-7.097		393.297	514	8.558	875370588211140764	875355549046802388	875355549046802387	A15_89147	
1	C24H40O4	[M + H]+	C24H41O4+		0.838	97.096	97.096	0.000	39	0.539	3.776	4.033	-7.097		393.297	514	8.558	875370940549457444	875367014106244865	875367014106244864	A15_89147	
1	C37H62N6O6	[M + H]+	C37H63N6O6+		0.872	13.965	13.965	0.000	5	0.669	-4.038	7.936	1.262		687.481	517	8.616	875370571689777116	875355549264906232	875355549264906231	A15_90270	
1	C37H62N6O6	[M + H]+	C37H63N6O6+		0.872	13.965	13.965	0.000	5	0.669	-4.038	7.936	1.262		687.481	517	8.616	875370590018885839	875367014269822757	875367014269822756	A15_90270	
1	C32H61N11O8	[M + H]+	C32H62N11O8+		1.000	60.491	60.491	0.000	43	0.776	3.235	3.684	9.968		728.485	520	8.658	875370721489345750	875355549239740404	875355549239740403	A15_90217	
1	C32H61N11O8	[M + H]+	C32H62N11O8+		1.000	60.491	60.491	0.000	43	0.776	3.235	3.684	9.968		728.485	520	8.658	875370493998683196	875367014253045537	875367014253045536	A15_90217	
1	C29H48N4O2S	[M + H]+	C29H49N4O2S+		0.545	16.855	16.855	0.000	4	0.765	6.114	7.866	-4.908		517.355	520	8.669	875370412595630599	875355548799338408	875355548799338407	A15_86729	
1	C29H48N4O2S	[M + H]+	C29H49N4O2S+		0.545	16.855	16.855	0.000	4	0.765	6.114	7.866	-4.908		517.355	520	8.669	875370457172693817	875367013900723925	875367013900723924	A15_86729	
