feature_id,phylum,matched,LipidMolec,LipidID,ClassKey,SubClassKey,Adduct,Grade,IDScore,tier,ls_ppm_diff,ls_rt_diff,n_samples_detected,n_candidates,IonFormula
A15_112907,Streptophyta,True,TG(18:2_16:0)+O:(s),TG(18:2_16:0)+NH4+O:(s),TG,triacyl,M+NH4,B,0.4551840289677893,gold,0.5941778778368599,0.1178830000000008,3.0,1.0,C37 H70 N1 O7
A15_112948,Streptophyta,False,,,,,,,,,,,,,
A15_112979,Streptophyta,False,,,,,,,,,,,,,
A15_11304,Streptophyta,False,,,,,,,,,,,,,
A15_113076,Streptophyta,True,TG(13:1_10:0_18:3)+OO:(s),TG(13:1_10:0_18:3)+NH4+OO:(s),TG,triacyl,M+NH4,C,0.0212782682081349,bronze,0.0755183452950876,0.0832189999999997,1.0,1.0,C44 H80 N1 O8
A15_113116,Streptophyta,True,DG(P-18:4_16:1),DG(P-18:4_16:1)+H,DG,alkenyl-acyl,M+H,C,0.724374899624151,bronze,1.6389787814010846,0.1707330000000002,1.0,1.0,C37 H63 O4
A15_113134,Streptophyta,False,,,,,,,,,,,,,
A15_113244,Streptophyta,True,DGDG(18:3_18:3),DGDG(18:3_18:3)+NH4,DGDG,Digalactosyldiacylglycerol,M+NH4,C,0.0165585123876815,bronze,4.369370388337869,0.0856810472843445,1.0,1.0,C51 H88 N1 O15
A15_11326,Streptophyta,False,,,,,,,,,,,,,
A15_1133,Streptophyta,True,TG(14:1_4:0)+O:(s),TG(14:1_4:0)+Na+O:(s),TG,triacyl,M+Na,C,0.3376841535343944,bronze,1.217619782005033,0.0542153999999999,1.0,1.0,C21 H36 Na1 O7
A15_113317,Streptophyta,False,,,,,,,,,,,,,
A15_113421,Streptophyta,False,,,,,,,,,,,,,
A15_113436,Streptophyta,True,WE(O-27:2),WE(O-27:2)+Na,WE,Wax monoesters,M+Na,C,0.4828883008712158,silver,0.6362721736939502,0.0015451837344446,9.0,2.0,C27 H50 Na1 O2
A15_113481,Streptophyta,True,MG(O-27:6),MG(O-27:6)+H,MG,monoalkyl,M+H,C,0.3068713917994474,silver,1.184630127480722,0.0220359999999999,2.0,1.0,C30 H51 O3
A15_113487,Streptophyta,False,,,,,,,,,,,,,
