feature_id,query_mz,archlips_name,archlips_mz,archlips_formula,archlips_adduct,archlips_smiles,archlips_confidence,mass_error_ppm,cosine,matched_peaks,query_n_peaks,ref_n_peaks,archlips_tier,phylum,kingdom
A15_OE21-4-POS_77221,799.62295,PG-Archaeol(20:2_20:2),799.62113,C46H87O8P,[M+H]+,CC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\COC[C@H](COP(O)(=O)OCC(O)CO)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,1,2.276077921993401,0.9991115033814766,2,47,47,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_83452,541.47609,zeta-carotene,541.47678,C40H60,[M+H]+,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,2,-1.27429286988672,0.3023416270677239,5,83,37,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_84972,1064.80364,Gly-PG-Archaeol(20:0_25:3(Me)),1064.81005,C58H111O13P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(CO)OC1OC(CO)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,3,-6.0198530244524235,0.9999570594535517,2,80,71,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_88092,976.75054,PI-Archaeol(20:3_25:0),976.75762,C54H103O11P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,3,-7.248471734444776,0.998740024780536,2,138,63,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_90862,1078.8183,Gly-PS-Archaeol(20:0(Me)_25:1(Me)),1078.82571,C59H116NO13P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(=O)OCC(N)C(=O)OC1OC(CO)C(O)C(O)C1O,4,-6.868579355754845,0.5571900296477267,2,23,64,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_90952,623.52093,dihydro isopentenyl dehydrorhodopin,623.51864,C45H66O,[M+H]+,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CC[C@H](CC=C(C)C)C(C)(C)O,4,3.6727049571707022,0.8778058399051971,3,22,38,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_93947,844.67206,PG-Archaeol(20:0(Me)_20:4(Me)),844.67898,C48H91O8P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OCC(O)CO)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-8.192461472210962,0.9243085780618595,5,122,49,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_100131,990.76786,PI-Archaeol(20:2(Me)_25:1),990.77327,C55H105O11P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,3,-5.460381465462309,0.9387661195029274,20,44,65,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_100250,888.74168,PG-Archaeol(20:3_25:0),888.74158,C51H99O8P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)COP(O)(=O)OCC(O)CO,3,0.11251864684321167,0.9985706097315706,2,77,61,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_100275,917.67036,Me-PPA-Archaeol(20:3(Me)_25:1(Me)),917.67588,C51H98O9P2,[M+H]+,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)C)OC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)CCCC(C)C,5,-6.015195692020173,0.8921071283004802,15,119,66,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_100449,850.72669,PG-Archaeol(20:0(Me)_20:1(Me)),850.72593,C48H97O8P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OCC(O)CO)OC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C,3,0.893354690639159,0.8794839305997952,2,106,45,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_100588,814.6546,PnC-Archaeol(20:4(Me)_20:4(Me)),814.64729,C50H88NO5P,[M+H]+,CC(C\C(C)=C\COC[C@H](COP([O-])(=O)CC[N+](C)(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,8.973208515750777,0.997924899349996,13,187,25,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_100738,817.66543,PG-Archaeol(20:1(Me)_20:1),817.66808,C47H93O8P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(=O)OCC(O)CO,3,-3.240923872210979,0.9389595132098638,18,52,45,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_100897,895.69101,2Me-PA-Archaeol(25:5(Me)_25:5),895.6939,C56H95O6P,[M+H]+,COP(=O)(OC)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,-3.226548712656644,0.9757598432452255,5,53,41,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_100914,990.7718,PI-Archaeol(20:2(Me)_25:1),990.77327,C55H105O11P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,3,-1.4836896034147877,0.8697037610995626,21,131,65,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_101034,995.72471,Gly-PS-Archaeol(20:0_20:2),995.72705,C52H100NO13P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(N)C(=O)OC1OC(CO)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,4,-2.350041610302526,0.9956500126184559,3,86,55,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_101042,699.63065,AC-Archaeol(20:1(Me)_20:4),699.62859,C46H82O4,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,2.9444194096111875,0.7484849609131882,19,152,48,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_101215,883.66784,GluA-Archaeol(20:3_25:5),883.66576,C54H90O9,[M+H]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC1OC(C(O)C(O)C1O)C(O)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,2.3538311589419276,0.7110080408421838,10,70,46,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_101745,876.69429,Hp-Archaeol(20:3(Me)_20:4(Me)),876.6923,C52H90O9,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COC1OC(C(O)CO)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,2.269895606449325,0.9723772696869215,2,85,39,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_101747,882.74153,Hp-Archaeol(20:0(Me)_20:4(Me)),882.73925,C52H96O9,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COC1OC(C(O)CO)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,2.582869176873672,0.6374295676879093,14,99,46,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_101783,853.70003,DeoxyGly-Archaeol(20:3_25:5),853.69158,C54H92O7,[M+H]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC1CC(O)C(O)C(CO)O1)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,4,9.898188289411545,0.5669406807859902,5,90,46,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_101784,889.72486,PG-Archaeol(20:0(OH)_25:2),889.7256,C51H101O9P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\CO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COP(O)(=O)OCC(O)CO,3,-0.8317171046339108,0.9523020896738633,2,130,11,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_101837,866.7479,NAcGly-Archaeol(20:0(Me)_20:2),866.74435,C52H99NO8,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,4,4.0957867217763635,0.725950286706498,14,139,49,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_101899,920.75848,GluA-Archaeol(20:4(Me)_25:1),920.7549,C55H98O9,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C)COC1OC(C(O)C(O)C1O)C(O)=O,3,3.8881139811937238,0.8689422312251495,6,67,62,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_102271,1054.73866,SQ-AHH-Archaeol(20:0_20:2),1054.74342,C55H107NO15S,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC(O)C(O)C(O)C(O)CC(N)OC1OC(CS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,5,-4.512945906818703,0.918698194012508,2,39,48,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_102540,949.71109,GluA-Archaeol(25:5_25:5),949.71271,C59H96O9,[M+H]+,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC1OC(C(O)C(O)C1O)C(O)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-1.7057790034236977,0.7941927875783266,5,36,31,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_102657,992.78775,Sulfo-Gly-Archaeol(20:1(Me)_25:1),992.77941,C55H106O11S,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,3,8.400657704993689,0.870739491370391,36,308,56,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_102695,992.78949,PE-Archaeol(25:5(Me)_30:6(Me)),992.78305,C62H106NO6P,[M+H]+,CC(C\C(C)=C\COC[C@H](COP(O)(=O)OCCN)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,6.486815019653872,0.9912449225209078,3,40,47,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_102718,993.79109,Sulfo-Gly-Archaeol(20:0(Me)_25:0(Me)),993.79981,C56H112O11S,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,3,-8.774402965448017,0.8473948890623989,9,45,40,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_102743,995.79138,PME-Archaeol(25:5_30:6),995.79395,C61H104NO6P,[M+NH4]+,CNCCOP(O)(=O)OC[C@@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,-2.5808552060308494,0.9450641489863965,5,164,47,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_102793,1006.80283,PC-Archaeol(25:5_30:6),1006.7987,C63H108NO6P,[M+H]+,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CO[C@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COP([O-])(=O)OCC[N+](C)(C)C,5,4.1021109780120435,0.9998682134955558,4,63,47,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_102829,1020.81897,PC-Archaeol(25:5(Me)_30:6),1020.81435,C64H110NO6P,[M+H]+,CC(C\C(C)=C\COC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,4.525798447137196,0.9999993112468913,3,85,47,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_103580,701.64748,AC-Archaeol(20:1(Me)_20:3),701.64424,C46H84O4,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,4.617724788854875,0.9052585281724752,9,88,50,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_103619,994.80198,Sulfo-Gly-Archaeol(20:0_25:1(Me)),994.79506,C55H108O11S,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC1OC(COS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)CCCC(C)C,3,6.956206638101686,0.9678306663730997,23,268,56,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_103637,1056.7571,SQ-AHH-Archaeol(20:0_20:1),1056.75907,C55H109NO15S,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC(O)C(O)C(O)C(O)CC(N)OC1OC(CS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,5,-1.864190292711137,0.9178719024694311,7,87,42,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_103641,995.80131,NAcGly-Archaeol(25:4_25:5),995.80219,C61H103NO8,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,4,-0.8837096452378261,0.30013807363207373,2,50,53,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_103665,997.80673,Hp-Archaeol(25:3(Me)_25:5(Me)),997.80661,C62H108O9,[M+H]+,CC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COC1OC(C(O)CO)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,0.12026378542239727,0.7695562412830441,8,191,65,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_103696,998.81009,GluA-Archaeol(25:4(Me)_25:4(Me)),998.80185,C61H104O9,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COC1OC(C(O)C(O)C1O)C(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,8.249884599233264,0.9937482455777426,3,85,49,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_103754,1059.82562,GluA-Gly-Archaeol(20:1_25:0),1059.82813,C60H114O14,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(COC2OC(C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,4,-2.368308529449319,0.9270403300047246,2,127,50,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_103781,999.75519,Gly-PS-Archaeol(20:0_20:0),999.75835,C52H104NO13P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(N)C(=O)OC1OC(CO)C(O)C(O)C1O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,2,-3.160763798551766,0.8949852623208013,7,209,37,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_103791,1008.81565,PC-Archaeol(25:4_30:6),1008.81435,C63H110NO6P,[M+H]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,1.2886414631341574,0.9996614037951859,5,109,65,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_104122,833.67414,2Me-PA-Archaeol(20:4(Me)_25:2),833.67825,C51H93O6P,[M+H]+,COP(=O)(OC)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,5,-4.929959489866069,0.9961564771429718,5,51,71,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_104209,999.75449,Gly-PS-Archaeol(20:0_20:0),999.75835,C52H104NO13P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(N)C(=O)OC1OC(CO)C(O)C(O)C1O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,2,-3.8609329943759088,0.9044268509758766,20,119,37,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_104210,1008.81487,PC-Archaeol(25:4_30:6),1008.81435,C63H110NO6P,[M+H]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,0.5154565852987403,0.9972719227322255,6,60,65,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_104565,545.4454,MP(5:1),545.44654,C37H56N2O,[M+H]+,C/C(=C\COc1ccc2nc3ccccc3nc2c1)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,3,-2.0900306748258672,0.7741231548719276,2,82,3,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_104832,830.73376,PC-Archaeol(20:0(Me)_20:1),830.7361,C49H100NO6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP([O-])(=O)OCC[N+](C)(C)C,5,-2.8167789987744407,0.8874426771344731,16,43,45,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_104847,978.80714,PnE-Archaeol(25:5(Me)_30:5(Me)),978.80379,C62H108NO5P,[M+H]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COP(O)(=O)CCN,5,3.422544982130575,0.9059623078900978,12,81,69,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105387,832.71427,AC-Archaeol(25:5_25:5),832.71773,C55H90O4,[M+NH4]+,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-4.1550694494093925,0.8117232530345189,4,56,34,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105557,830.73311,PC-Archaeol(20:1(Me)_20:0),830.7361,C49H100NO6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP([O-])(=O)OCC[N+](C)(C)C,5,-3.5992176094842963,0.8356417122178125,22,96,45,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105693,987.84611,2Me-PA-Archaeol(25:2(Me)_30:4(Me)),987.8504,C62H115O6P,[M+H]+,COP(=O)(OC)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,5,-4.342762831378848,0.8439676966977079,20,81,89,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105889,844.74878,PA-Archaeol(20:1(Me)_25:1(Me)),844.75175,C50H99O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,-3.51582580326682,0.9057066011415916,30,127,57,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105903,813.70696,PA-Archaeol(20:1(Me)_25:1),813.70955,C49H97O6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,-3.1829539177151296,0.8760296775749431,30,73,57,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105905,833.74357,AC-Archaeol(25:3(Me)_25:5),833.73814,C56H96O4,[M+H]+,CC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,6.512836272469181,0.8183462802643303,19,93,66,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105947,830.73423,PA-Archaeol(20:1(Me)_25:1),830.7361,C49H97O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,-2.2510156955257687,0.5646586398761716,41,308,57,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_105948,835.68989,2Me-PA-Archaeol(20:4(Me)_25:1),835.6939,C51H95O6P,[M+H]+,COP(=O)(OC)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,5,-4.798407646620194,0.9574109039116243,20,188,69,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_105988,836.69337,PE-Archaeol(20:1_25:4),836.68915,C50H94NO6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](COP(O)(=O)OCCN)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,5.04368916451038,0.9858078008246398,8,37,67,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_106000,895.7647,PC-Archaeol(20:2_25:3),895.76265,C53H100NO6P,[M+NH4]+,CC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CO[C@H](COC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)COP([O-])(=O)OCC[N+](C)(C)C,5,2.2885526650839427,0.9833758906735848,2,48,66,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_106037,834.73235,AC-Archaeol(25:4_25:5),834.73338,C55H92O4,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-1.233926933668685,0.6574823515385975,3,45,53,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_106103,814.63369,PG-Archaeol(20:1_20:4),814.63203,C46H85O8P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](COP(O)(=O)OCC(O)CO)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,2.0377298447439096,0.90833538408972,8,76,52,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_106364,832.74927,MeO-Archaeol(25:5(Me)_25:5(Me)),832.75412,C56H94O3,[M+NH4]+,COC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-5.824048039437402,0.4401604769250371,13,300,35,Bronze,Methanobacteriota,Archaea
A15_OE26-1POS_106411,897.77659,PDME-Archaeol(20:4(Me)_25:0),897.7783,C53H102NO6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C)COP(O)(=O)OCCN(C)C,3,-1.9047018622404641,0.9167972904403598,3,76,57,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_106429,815.72213,MeO-Archaeol(25:5(Me)_25:5(Me)),815.72757,C56H94O3,[M+H]+,COC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-6.668893145319862,0.9061067586221854,3,54,35,Silver,Methanobacteriota,Archaea
A15_OE26-1POS_106441,835.7586,PME-Archaeol(20:0(Me)_20:0(Me)),835.76265,C48H100NO6P,[M+NH4]+,CNCCOP(O)(=O)OC[C@@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)OCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C,3,-4.84587340676991,0.9768038906617855,13,120,33,Gold,Methanobacteriota,Archaea
A15_OE26-1POS_106459,918.78441,PS-Archaeol(20:0(Me)_25:0(Me)),918.78853,C53H108NO8P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(=O)OCC(N)C(O)=O,3,-4.484165687241643,0.7340451229029924,6,95,48,Gold,Methanobacteriota,Archaea
